alg,phase,rep,ns
Fndsa1024,append_realtime,22,14881690
Fndsa1024,append_realtime,23,11020593
Fndsa1024,append_realtime,24,12487217
Fndsa1024,append_realtime,25,11856628
Fndsa1024,append_realtime,26,15851521
Fndsa1024,append_realtime,27,11816510
Fndsa1024,append_realtime,28,12671427
Fndsa1024,append_realtime,29,15047377
Fndsa1024,append_realtime,30,16232705
Fndsa1024,append_realtime,31,17338452
Fndsa1024,append_realtime,32,12125120
Fndsa1024,append_realtime,33,11981311
Fndsa1024,append_realtime,34,11281593
Fndsa1024,append_realtime,35,14645653
Fndsa1024,append_realtime,36,13291387
Fndsa1024,append_realtime,37,15550592
Fndsa1024,append_realtime,38,13525527
Fndsa1024,append_realtime,39,13490886
Fndsa1024,append_realtime,40,12780784
Fndsa1024,append_realtime,41,11691402
Fndsa1024,append_realtime,42,13388918
Fndsa1024,append_realtime,43,11511982
Fndsa1024,append_realtime,44,12268916
Fndsa1024,append_realtime,45,17565544
Fndsa1024,append_realtime,46,11087221
Fndsa1024,append_realtime,47,16254073
Fndsa1024,append_realtime,48,11302622
Fndsa1024,append_realtime,49,21192600
Fndsa1024,append_realtime,50,11975232
Fndsa1024,append_realtime,51,11081986
Fndsa1024,append_realtime,52,14340327
Fndsa1024,append_realtime,53,12007466
Fndsa1024,append_realtime,54,11411447
Fndsa1024,append_realtime,55,11114613
Fndsa1024,append_realtime,56,12527869
Fndsa1024,append_realtime,57,24265940
Fndsa1024,append_realtime,58,11606336
Fndsa1024,append_realtime,59,11472894
Fndsa1024,append_realtime,60,12836192
Fndsa1024,append_realtime,61,14565206
Fndsa1024,append_realtime,62,12617671
Fndsa1024,append_realtime,63,11731826
Fndsa1024,append_realtime,64,13810534
Fndsa1024,append_realtime,65,14872935
Fndsa1024,append_realtime,66,12107193
Fndsa1024,append_realtime,67,14684736
Fndsa1024,append_realtime,68,13415574
Fndsa1024,append_realtime,69,17894837
Fndsa1024,append_realtime,70,15279576
Fndsa1024,append_realtime,71,14545353
Fndsa1024,append_realtime,72,11173952
Fndsa1024,append_realtime,73,11904261
Fndsa1024,append_realtime,74,11707055
Fndsa1024,append_realtime,75,11164578
Fndsa1024,append_realtime,76,13489575
Fndsa1024,append_realtime,77,11154614
Fndsa1024,append_realtime,78,15632604
Fndsa1024,append_realtime,79,15943137
Fndsa1024,append_realtime,80,14516369
Fndsa1024,append_realtime,81,11517852
Fndsa1024,append_realtime,82,13167595
Fndsa1024,append_realtime,83,14846578
Fndsa1024,append_realtime,84,15370537
Fndsa1024,append_realtime,85,12790034
Fndsa1024,append_realtime,86,17752547
Fndsa1024,append_realtime,87,11266921
Fndsa1024,append_realtime,88,11193929
Fndsa1024,append_realtime,89,28780321
Fndsa1024,append_realtime,90,14891704
Fndsa1024,append_realtime,91,14018158
Fndsa1024,append_realtime,92,30443245
Fndsa1024,append_realtime,93,14661919
Fndsa1024,append_realtime,94,20620569
Fndsa1024,append_realtime,95,20704440
Fndsa1024,append_realtime,96,13402039
Fndsa1024,append_realtime,97,13748079
Fndsa1024,append_realtime,98,14582200
Fndsa1024,append_realtime,99,21776202
Fndsa1024,append_realtime,100,15763401
Fndsa1024,append_sign,0,334524
Fndsa1024,append_sign,1,331259
Fndsa1024,append_sign,2,323731
Fndsa1024,append_sign,3,311121
Fndsa1024,append_sign,4,310666
Fndsa1024,append_sign,5,309616
Fndsa1024,append_sign,6,324205
Fndsa1024,append_sign,7,397339
Fndsa1024,append_sign,8,346668
Fndsa1024,append_sign,9,312274
Fndsa1024,append_sign,10,324094
Fndsa1024,append_sign,11,337300
Fndsa1024,append_sign,12,325617
Fndsa1024,append_sign,13,316167
Fndsa1024,append_sign,14,313137
Fndsa1024,append_sign,15,313385
Fndsa1024,append_sign,16,328122
Fndsa1024,append_sign,17,314824
Fndsa1024,append_sign,18,335014
Fndsa1024,append_sign,19,375223
Fndsa1024,append_sign,20,341705
Fndsa1024,append_sign,21,336984
Fndsa1024,append_sign,22,331139
Fndsa1024,append_sign,23,316419
Fndsa1024,append_sign,24,382487
Fndsa1024,append_sign,25,328356
Fndsa1024,append_sign,26,340355
Fndsa1024,append_sign,27,331831
Fndsa1024,append_sign,28,316924
Fndsa1024,append_sign,29,321725
Fndsa1024,append_sign,30,333188
Fndsa1024,append_sign,31,333822
Fndsa1024,append_sign,32,326123
Fndsa1024,append_sign,33,308986
Fndsa1024,append_sign,34,313719
Fndsa1024,append_sign,35,335211
Fndsa1024,append_sign,36,319084
Fndsa1024,append_sign,37,319758
Fndsa1024,append_sign,38,323432
Fndsa1024,append_sign,39,314083
Fndsa1024,append_sign,40,320525
Fndsa1024,append_sign,41,311351
Fndsa1024,append_sign,42,320510
Fndsa1024,append_sign,43,327959
Fndsa1024,append_sign,44,315025
Fndsa1024,append_sign,45,322445
Fndsa1024,append_sign,46,322037
Fndsa1024,append_sign,47,326195
Fndsa1024,append_sign,48,322964
Fndsa1024,append_sign,49,321679
Fndsa1024,append_sign,50,312557
Fndsa1024,append_sign,51,320027
Fndsa1024,append_sign,52,311239
Fndsa1024,append_sign,53,320207
Fndsa1024,append_sign,54,330438
Fndsa1024,append_sign,55,357330
Fndsa1024,append_sign,56,314952
Fndsa1024,append_sign,57,308099
Fndsa1024,append_sign,58,308304
Fndsa1024,append_sign,59,315988
Fndsa1024,append_sign,60,307317
Fndsa1024,append_sign,61,311170
Fndsa1024,append_sign,62,309367
Fndsa1024,append_sign,63,312476
Fndsa1024,append_sign,64,305636
Fndsa1024,append_sign,65,303118
Fndsa1024,append_sign,66,312796
Fndsa1024,append_sign,67,310886
Fndsa1024,append_sign,68,325093
Fndsa1024,append_sign,69,319311
Fndsa1024,append_sign,70,310409
Fndsa1024,append_sign,71,316960
Fndsa1024,append_sign,72,310620
Fndsa1024,append_sign,73,405102
Fndsa1024,append_sign,74,309132
Fndsa1024,append_sign,75,308894
Fndsa1024,append_sign,76,302918
Fndsa1024,append_sign,77,325634
Fndsa1024,append_sign,78,309320
Fndsa1024,append_sign,79,306544
Fndsa1024,append_sign,80,327128
Fndsa1024,append_sign,81,314144
Fndsa1024,append_sign,82,306454
Fndsa1024,append_sign,83,315297
Fndsa1024,append_sign,84,308351
Fndsa1024,append_sign,85,309141
Fndsa1024,append_sign,86,306738
Fndsa1024,append_sign,87,325165
Fndsa1024,append_sign,88,309152
Fndsa1024,append_sign,89,314357
Fndsa1024,append_sign,90,308027
Fndsa1024,append_sign,91,308180
Fndsa1024,append_sign,92,324210
Fndsa1024,append_sign,93,330256
Fndsa1024,append_sign,94,312998
Fndsa1024,append_sign,95,318639
Fndsa1024,append_sign,96,308889
Fndsa1024,append_sign,97,311250
Fndsa1024,append_sign,98,306957
Fndsa1024,append_sign,99,308816
Fndsa1024,append_sign,100,310285
HybridEdMldsa44,keygen,0,28568
HybridEdMldsa44,keygen,1,28620
HybridEdMldsa44,keygen,2,28395
HybridEdMldsa44,keygen,3,28483
HybridEdMldsa44,keygen,4,28887
HybridEdMldsa44,keygen,5,28567
HybridEdMldsa44,keygen,6,28017
HybridEdMldsa44,keygen,7,28316
HybridEdMldsa44,keygen,8,28526
HybridEdMldsa44,keygen,9,28691
HybridEdMldsa44,keygen,10,28344
HybridEdMldsa44,keygen,11,28660
HybridEdMldsa44,keygen,12,28741
HybridEdMldsa44,keygen,13,28737
HybridEdMldsa44,keygen,14,28327
HybridEdMldsa44,keygen,15,28677
HybridEdMldsa44,keygen,16,28855
HybridEdMldsa44,keygen,17,28575
HybridEdMldsa44,keygen,18,28676
HybridEdMldsa44,keygen,19,28399
HybridEdMldsa44,keygen,20,28495
HybridEdMldsa44,keygen,21,28557
HybridEdMldsa44,keygen,22,28617
HybridEdMldsa44,keygen,23,42158
HybridEdMldsa44,keygen,24,30245
HybridEdMldsa44,keygen,25,29659
HybridEdMldsa44,keygen,26,28680
HybridEdMldsa44,keygen,27,29026
HybridEdMldsa44,keygen,28,28605
HybridEdMldsa44,keygen,29,28651
HybridEdMldsa44,keygen,30,28810
HybridEdMldsa44,keygen,31,28660
HybridEdMldsa44,keygen,32,28999
HybridEdMldsa44,keygen,33,28736
HybridEdMldsa44,keygen,34,28843
HybridEdMldsa44,keygen,35,28661
HybridEdMldsa44,keygen,36,76565
HybridEdMldsa44,keygen,37,40508
HybridEdMldsa44,keygen,38,40395
HybridEdMldsa44,keygen,39,38950
HybridEdMldsa44,keygen,40,38590
HybridEdMldsa44,keygen,41,38171
HybridEdMldsa44,keygen,42,28545
HybridEdMldsa44,keygen,43,28149
HybridEdMldsa44,keygen,44,37416
HybridEdMldsa44,keygen,45,29312
HybridEdMldsa44,keygen,46,28918
HybridEdMldsa44,keygen,47,28636
HybridEdMldsa44,keygen,48,28805
HybridEdMldsa44,keygen,49,28944
HybridEdMldsa44,keygen,50,28571
HybridEdMldsa44,keygen,51,28574
HybridEdMldsa44,keygen,52,28513
HybridEdMldsa44,keygen,53,60095
HybridEdMldsa44,keygen,54,29916
HybridEdMldsa44,keygen,55,28815
HybridEdMldsa44,keygen,56,28635
HybridEdMldsa44,keygen,57,28765
HybridEdMldsa44,keygen,58,28189
HybridEdMldsa44,keygen,59,28553
HybridEdMldsa44,keygen,60,28640
HybridEdMldsa44,keygen,61,28643
HybridEdMldsa44,keygen,62,28496
HybridEdMldsa44,keygen,63,28554
HybridEdMldsa44,keygen,64,28446
HybridEdMldsa44,keygen,65,28634
HybridEdMldsa44,keygen,66,28583
HybridEdMldsa44,keygen,67,28537
HybridEdMldsa44,keygen,68,28647
HybridEdMldsa44,keygen,69,28539
HybridEdMldsa44,keygen,70,28580
HybridEdMldsa44,keygen,71,28552
HybridEdMldsa44,keygen,72,28631
HybridEdMldsa44,keygen,73,28690
HybridEdMldsa44,keygen,74,28465
HybridEdMldsa44,keygen,75,28470
HybridEdMldsa44,keygen,76,28539
HybridEdMldsa44,keygen,77,36743
HybridEdMldsa44,keygen,78,29286
HybridEdMldsa44,keygen,79,28790
HybridEdMldsa44,keygen,80,28684
HybridEdMldsa44,keygen,81,28150
HybridEdMldsa44,keygen,82,28567
HybridEdMldsa44,keygen,83,28635
HybridEdMldsa44,keygen,84,28618
HybridEdMldsa44,keygen,85,28433
HybridEdMldsa44,keygen,86,28358
HybridEdMldsa44,keygen,87,28720
HybridEdMldsa44,keygen,88,28035
HybridEdMldsa44,keygen,89,28362
HybridEdMldsa44,keygen,90,28624
HybridEdMldsa44,keygen,91,27610
HybridEdMldsa44,keygen,92,28451
HybridEdMldsa44,keygen,93,28407
HybridEdMldsa44,keygen,94,28665
HybridEdMldsa44,keygen,95,28711
HybridEdMldsa44,keygen,96,28634
HybridEdMldsa44,keygen,97,28532
HybridEdMldsa44,keygen,98,28554
HybridEdMldsa44,keygen,99,28503
HybridEdMldsa44,keygen,100,28730
HybridEdMldsa44,append_realtime,0,174536
HybridEdMldsa44,append_realtime,1,151615
HybridEdMldsa44,append_realtime,2,153797
HybridEdMldsa44,append_realtime,3,132949
HybridEdMldsa44,append_realtime,4,135429
HybridEdMldsa44,append_realtime,5,125210
HybridEdMldsa44,append_realtime,6,130776
HybridEdMldsa44,append_realtime,7,183779
HybridEdMldsa44,append_realtime,8,131388
HybridEdMldsa44,append_realtime,9,185426
HybridEdMldsa44,append_realtime,10,129886
HybridEdMldsa44,append_realtime,11,150702
HybridEdMldsa44,append_realtime,12,167025
HybridEdMldsa44,append_realtime,13,123831
HybridEdMldsa44,append_realtime,14,215898
HybridEdMldsa44,append_realtime,15,138276
HybridEdMldsa44,append_realtime,16,244294
HybridEdMldsa44,append_realtime,17,159836
HybridEdMldsa44,append_realtime,18,168866
HybridEdMldsa44,append_realtime,19,148438
HybridEdMldsa44,append_realtime,20,124725
HybridEdMldsa44,append_realtime,21,156346
HybridEdMldsa44,append_realtime,22,230371
HybridEdMldsa44,append_realtime,23,139614
HybridEdMldsa44,append_realtime,24,206579
HybridEdMldsa44,append_realtime,25,124350
HybridEdMldsa44,append_realtime,26,152160
HybridEdMldsa44,append_realtime,27,168092
HybridEdMldsa44,append_realtime,28,122911
HybridEdMldsa44,append_realtime,29,150662
HybridEdMldsa44,append_realtime,30,158266
HybridEdMldsa44,append_realtime,31,123463
HybridEdMldsa44,append_realtime,32,142849
HybridEdMldsa44,append_realtime,33,135434
HybridEdMldsa44,append_realtime,34,248546
HybridEdMldsa44,append_realtime,35,212836
HybridEdMldsa44,append_realtime,36,201120
HybridEdMldsa44,append_realtime,37,163894
HybridEdMldsa44,append_realtime,38,141291
HybridEdMldsa44,append_realtime,39,147393
HybridEdMldsa44,append_realtime,40,148823
HybridEdMldsa44,append_realtime,41,149521
HybridEdMldsa44,append_realtime,42,187388
HybridEdMldsa44,append_realtime,43,123503
HybridEdMldsa44,append_realtime,44,134503
HybridEdMldsa44,append_realtime,45,176619
HybridEdMldsa44,append_realtime,46,224349
HybridEdMldsa44,append_realtime,47,201490
HybridEdMldsa44,append_realtime,48,222730
HybridEdMldsa44,append_realtime,49,165147
HybridEdMldsa44,append_realtime,50,139288
HybridEdMldsa44,append_realtime,51,160328
HybridEdMldsa44,append_realtime,52,122865
HybridEdMldsa44,append_realtime,53,124557
HybridEdMldsa44,append_realtime,54,147015
HybridEdMldsa44,append_realtime,55,123300
HybridEdMldsa44,append_realtime,56,123800
HybridEdMldsa44,append_realtime,57,264685
HybridEdMldsa44,append_realtime,58,156108
HybridEdMldsa44,append_realtime,59,124660
HybridEdMldsa44,append_realtime,60,206426
HybridEdMldsa44,append_realtime,61,150528
HybridEdMldsa44,append_realtime,62,155454
HybridEdMldsa44,append_realtime,63,172470
HybridEdMldsa44,append_realtime,64,157980
HybridEdMldsa44,append_realtime,65,130598
HybridEdMldsa44,append_realtime,66,122690
HybridEdMldsa44,append_realtime,67,150490
HybridEdMldsa44,append_realtime,68,135886
HybridEdMldsa44,append_realtime,69,141519
HybridEdMldsa44,append_realtime,70,140456
HybridEdMldsa44,append_realtime,71,286605
HybridEdMldsa44,append_realtime,72,193226
HybridEdMldsa44,append_realtime,73,143790
HybridEdMldsa44,append_realtime,74,123752
HybridEdMldsa44,append_realtime,75,133535
HybridEdMldsa44,append_realtime,76,142987
HybridEdMldsa44,append_realtime,77,123827
HybridEdMldsa44,append_realtime,78,139791
HybridEdMldsa44,append_realtime,79,147858
HybridEdMldsa44,append_realtime,80,256638
HybridEdMldsa44,append_realtime,81,147776
HybridEdMldsa44,append_realtime,82,167855
HybridEdMldsa44,append_realtime,83,168428
HybridEdMldsa44,append_realtime,84,166795
HybridEdMldsa44,append_realtime,85,131333
HybridEdMldsa44,append_realtime,86,155943
HybridEdMldsa44,append_realtime,87,124422
HybridEdMldsa44,append_realtime,88,166457
HybridEdMldsa44,append_realtime,89,146155
HybridEdMldsa44,append_realtime,90,124005
HybridEdMldsa44,append_realtime,91,162003
HybridEdMldsa44,append_realtime,92,123785
HybridEdMldsa44,append_realtime,93,133750
HybridEdMldsa44,append_realtime,94,153546
HybridEdMldsa44,append_realtime,95,123966
HybridEdMldsa44,append_realtime,96,197358
HybridEdMldsa44,append_realtime,97,143166
HybridEdMldsa44,append_realtime,98,230121
HybridEdMldsa44,append_realtime,99,292055
HybridEdMldsa44,append_realtime,100,142115
HybridEdMldsa44,append_sign,0,94735
HybridEdMldsa44,append_sign,1,122507
HybridEdMldsa44,append_sign,2,95968
HybridEdMldsa44,append_sign,3,118072
HybridEdMldsa44,append_sign,4,123249
HybridEdMldsa44,append_sign,5,94225
HybridEdMldsa44,append_sign,6,103954
HybridEdMldsa44,append_sign,7,141304
HybridEdMldsa44,append_sign,8,120594
HybridEdMldsa44,append_sign,9,186321
HybridEdMldsa44,append_sign,10,106860
HybridEdMldsa44,append_sign,11,99536
HybridEdMldsa44,append_sign,12,127125
HybridEdMldsa44,append_sign,13,95336
HybridEdMldsa44,append_sign,14,94265
HybridEdMldsa44,append_sign,15,177790
HybridEdMldsa44,append_sign,16,102544
HybridEdMldsa44,append_sign,17,94158
HybridEdMldsa44,append_sign,18,128331
HybridEdMldsa44,append_sign,19,156048
HybridEdMldsa44,append_sign,20,102975
HybridEdMldsa44,append_sign,21,93900
HybridEdMldsa44,append_sign,22,111106
HybridEdMldsa44,append_sign,23,105510
HybridEdMldsa44,append_sign,24,134423
HybridEdMldsa44,append_sign,25,93919
HybridEdMldsa44,append_sign,26,111220
HybridEdMldsa44,append_sign,27,109732
HybridEdMldsa44,append_sign,28,137960
HybridEdMldsa44,append_sign,29,164453
HybridEdMldsa44,append_sign,30,152425
HybridEdMldsa44,append_sign,31,117690
HybridEdMldsa44,append_sign,32,96953
HybridEdMldsa44,append_sign,33,122961
HybridEdMldsa44,append_sign,34,93919
HybridEdMldsa44,append_sign,35,190829
HybridEdMldsa44,append_sign,36,127643
HybridEdMldsa44,append_sign,37,202062
HybridEdMldsa44,append_sign,38,120192
HybridEdMldsa44,append_sign,39,95788
HybridEdMldsa44,append_sign,40,115278
HybridEdMldsa44,append_sign,41,157960
HybridEdMldsa44,append_sign,42,152566
HybridEdMldsa44,append_sign,43,127917
HybridEdMldsa44,append_sign,44,110951
HybridEdMldsa44,append_sign,45,94212
HybridEdMldsa44,append_sign,46,137506
HybridEdMldsa44,append_sign,47,102943
HybridEdMldsa44,append_sign,48,138139
HybridEdMldsa44,append_sign,49,162548
HybridEdMldsa44,append_sign,50,94533
HybridEdMldsa44,append_sign,51,103304
HybridEdMldsa44,append_sign,52,103811
HybridEdMldsa44,append_sign,53,94787
HybridEdMldsa44,append_sign,54,168635
HybridEdMldsa44,append_sign,55,130790
HybridEdMldsa44,append_sign,56,103985
HybridEdMldsa44,append_sign,57,136576
HybridEdMldsa44,append_sign,58,167987
HybridEdMldsa44,append_sign,59,147040
HybridEdMldsa44,append_sign,60,112994
HybridEdMldsa44,append_sign,61,147729
HybridEdMldsa44,append_sign,62,127250
HybridEdMldsa44,append_sign,63,94165
HybridEdMldsa44,append_sign,64,143594
HybridEdMldsa44,append_sign,65,261368
HybridEdMldsa44,append_sign,66,173744
HybridEdMldsa44,append_sign,67,171848
HybridEdMldsa44,append_sign,68,94441
HybridEdMldsa44,append_sign,69,241462
HybridEdMldsa44,append_sign,70,112752
HybridEdMldsa44,append_sign,71,121858
HybridEdMldsa44,append_sign,72,110495
HybridEdMldsa44,append_sign,73,120424
HybridEdMldsa44,append_sign,74,101343
HybridEdMldsa44,append_sign,75,118497
HybridEdMldsa44,append_sign,76,120440
HybridEdMldsa44,append_sign,77,93594
HybridEdMldsa44,append_sign,78,94623
HybridEdMldsa44,append_sign,79,103958
HybridEdMldsa44,append_sign,80,162884
HybridEdMldsa44,append_sign,81,102491
HybridEdMldsa44,append_sign,82,111324
HybridEdMldsa44,append_sign,83,184273
HybridEdMldsa44,append_sign,84,101429
HybridEdMldsa44,append_sign,85,151560
HybridEdMldsa44,append_sign,86,95265
HybridEdMldsa44,append_sign,87,95558
HybridEdMldsa44,append_sign,88,118642
HybridEdMldsa44,append_sign,89,122657
HybridEdMldsa44,append_sign,90,142933
HybridEdMldsa44,append_sign,91,146824
HybridEdMldsa44,append_sign,92,94742
HybridEdMldsa44,append_sign,93,103469
HybridEdMldsa44,append_sign,94,103906
HybridEdMldsa44,append_sign,95,154740
HybridEdMldsa44,append_sign,96,154277
HybridEdMldsa44,append_sign,97,102349
HybridEdMldsa44,append_sign,98,105000
HybridEdMldsa44,append_sign,99,97088
HybridEdMldsa44,append_sign,100,157616
HybridEdFndsa512,keygen,0,4074045
HybridEdFndsa512,keygen,1,3653729
HybridEdFndsa512,keygen,2,3845116
HybridEdFndsa512,keygen,3,3357990
HybridEdFndsa512,keygen,4,3463417
HybridEdFndsa512,keygen,5,6122498
HybridEdFndsa512,keygen,6,4993893
HybridEdFndsa512,keygen,7,4787720
HybridEdFndsa512,keygen,8,6558454
HybridEdFndsa512,keygen,9,5614101
HybridEdFndsa512,keygen,10,7646013
HybridEdFndsa512,keygen,11,6071492
HybridEdFndsa512,keygen,12,4336376
HybridEdFndsa512,keygen,13,5407891
HybridEdFndsa512,keygen,14,3938801
HybridEdFndsa512,keygen,15,4329276
HybridEdFndsa512,keygen,16,3681100
HybridEdFndsa512,keygen,17,3374849
HybridEdFndsa512,keygen,18,3919080
HybridEdFndsa512,keygen,19,5176876
HybridEdFndsa512,keygen,20,5847293
HybridEdFndsa512,keygen,21,4809080
HybridEdFndsa512,keygen,22,3796185
HybridEdFndsa512,keygen,23,4554064
HybridEdFndsa512,keygen,24,5827051
HybridEdFndsa512,keygen,25,3960178
HybridEdFndsa512,keygen,26,3517023
HybridEdFndsa512,keygen,27,5945894
HybridEdFndsa512,keygen,28,3733355
HybridEdFndsa512,keygen,29,5161567
HybridEdFndsa512,keygen,30,4168268
HybridEdFndsa512,keygen,31,4261125
HybridEdFndsa512,keygen,32,3871823
HybridEdFndsa512,keygen,33,5338532
HybridEdFndsa512,keygen,34,10889725
HybridEdFndsa512,keygen,35,6738420
HybridEdFndsa512,keygen,36,4631245
HybridEdFndsa512,keygen,37,6610518
HybridEdFndsa512,keygen,38,3577359
HybridEdFndsa512,keygen,39,6239646
HybridEdFndsa512,keygen,40,4150271
HybridEdFndsa512,keygen,41,4850481
HybridEdFndsa512,keygen,42,4988325
HybridEdFndsa512,keygen,43,4422332
HybridEdFndsa512,keygen,44,3696561
HybridEdFndsa512,keygen,45,4636891
HybridEdFndsa512,keygen,46,4142584
HybridEdFndsa512,keygen,47,4263278
HybridEdFndsa512,keygen,48,4463759
HybridEdFndsa512,keygen,49,5539974
HybridEdFndsa512,keygen,50,3854016
HybridEdFndsa512,keygen,51,6421375
HybridEdFndsa512,keygen,52,3235187
HybridEdFndsa512,keygen,53,3471955
HybridEdFndsa512,keygen,54,3487497
HybridEdFndsa512,keygen,55,3871605
HybridEdFndsa512,keygen,56,4831981
HybridEdFndsa512,keygen,57,3376398
HybridEdFndsa512,keygen,58,5998559
HybridEdFndsa512,keygen,59,3959957
HybridEdFndsa512,keygen,60,5552212
HybridEdFndsa512,keygen,61,4472168
HybridEdFndsa512,keygen,62,4239761
HybridEdFndsa512,keygen,63,3731614
HybridEdFndsa512,keygen,64,5919893
HybridEdFndsa512,keygen,65,3524551
HybridEdFndsa512,keygen,66,7620815
HybridEdFndsa512,keygen,67,5497212
HybridEdFndsa512,keygen,68,6431009
HybridEdFndsa512,keygen,69,7489361
HybridEdFndsa512,keygen,70,3917083
HybridEdFndsa512,keygen,71,3768507
HybridEdFndsa512,keygen,72,3696522
HybridEdFndsa512,keygen,73,13280503
HybridEdFndsa512,keygen,74,4173930
HybridEdFndsa512,keygen,75,3361946
HybridEdFndsa512,keygen,76,3353000
HybridEdFndsa512,keygen,77,5104339
HybridEdFndsa512,keygen,78,4732379
HybridEdFndsa512,keygen,79,4396836
HybridEdFndsa512,keygen,80,5787939
HybridEdFndsa512,keygen,81,3440461
HybridEdFndsa512,keygen,82,5181747
HybridEdFndsa512,keygen,83,6933887
HybridEdFndsa512,keygen,84,3885637
HybridEdFndsa512,keygen,85,3650440
HybridEdFndsa512,keygen,86,4153186
HybridEdFndsa512,keygen,87,4024826
HybridEdFndsa512,keygen,88,3552853
HybridEdFndsa512,keygen,89,3452384
HybridEdFndsa512,keygen,90,4312267
HybridEdFndsa512,keygen,91,3506518
HybridEdFndsa512,keygen,92,3878989
HybridEdFndsa512,keygen,93,5458942
HybridEdFndsa512,keygen,94,3542484
HybridEdFndsa512,keygen,95,3789828
HybridEdFndsa512,keygen,96,4062561
HybridEdFndsa512,keygen,97,3785678
HybridEdFndsa512,keygen,98,6700754
HybridEdFndsa512,keygen,99,6123256
HybridEdFndsa512,keygen,100,3767912
HybridEdFndsa512,append_realtime,0,3709395
HybridEdFndsa512,append_realtime,1,3845833
HybridEdFndsa512,append_realtime,2,4352188
HybridEdFndsa512,append_realtime,3,7252071
HybridEdFndsa512,append_realtime,4,4779754
HybridEdFndsa512,append_realtime,5,4763232
HybridEdFndsa512,append_realtime,6,4719488
HybridEdFndsa512,append_realtime,7,6074837
HybridEdFndsa512,append_realtime,8,3725869
HybridEdFndsa512,append_realtime,9,5239203
HybridEdFndsa512,append_realtime,10,3652106
HybridEdFndsa512,append_realtime,11,3733438
HybridEdFndsa512,append_realtime,12,3853835
HybridEdFndsa512,append_realtime,13,3885462
HybridEdFndsa512,append_realtime,14,3786744
HybridEdFndsa512,append_realtime,15,4388138
HybridEdFndsa512,append_realtime,16,3878655
HybridEdFndsa512,append_realtime,17,5337228
HybridEdFndsa512,append_realtime,18,5710311
HybridEdFndsa512,append_realtime,19,4574022
HybridEdFndsa512,append_realtime,20,8041409
HybridEdFndsa512,append_realtime,21,6326110
HybridEdFndsa512,append_realtime,22,3984809
HybridEdFndsa512,append_realtime,23,4381651
HybridEdFndsa512,append_realtime,24,3910187
HybridEdFndsa512,append_realtime,25,3995266
HybridEdFndsa512,append_realtime,26,6127041
HybridEdFndsa512,append_realtime,27,4275398
HybridEdFndsa512,append_realtime,28,6730523
HybridEdFndsa512,append_realtime,29,3713025
HybridEdFndsa512,append_realtime,30,4283276
HybridEdFndsa512,append_realtime,31,8265155
HybridEdFndsa512,append_realtime,32,7115228
HybridEdFndsa512,append_realtime,33,4824678
HybridEdFndsa512,append_realtime,34,8668282
HybridEdFndsa512,append_realtime,35,4014281
HybridEdFndsa512,append_realtime,36,4004296
HybridEdFndsa512,append_realtime,37,4335714
HybridEdFndsa512,append_realtime,38,5373535
HybridEdFndsa512,append_realtime,39,4114467
HybridEdFndsa512,append_realtime,40,3930287
HybridEdFndsa512,append_realtime,41,4732056
HybridEdFndsa512,append_realtime,42,9444325
HybridEdFndsa512,append_realtime,43,3662253
HybridEdFndsa512,append_realtime,44,5569094
HybridEdFndsa512,append_realtime,45,5345417
HybridEdFndsa512,append_realtime,46,4765831
HybridEdFndsa512,append_realtime,47,7485353
HybridEdFndsa512,append_realtime,48,3983016
HybridEdFndsa512,append_realtime,49,3793578
HybridEdFndsa512,append_realtime,50,4410730
HybridEdFndsa512,append_realtime,51,6994057
HybridEdFndsa512,append_realtime,52,7023909
HybridEdFndsa512,append_realtime,53,5256732
HybridEdFndsa512,append_realtime,54,5439997
HybridEdFndsa512,append_realtime,55,4848562
HybridEdFndsa512,append_realtime,56,4108274
HybridEdFndsa512,append_realtime,57,5547644
HybridEdFndsa512,append_realtime,58,4996583
HybridEdFndsa512,append_realtime,59,6879236
HybridEdFndsa512,append_realtime,60,5053206
HybridEdFndsa512,append_realtime,61,4293215
HybridEdFndsa512,append_realtime,62,7048381
HybridEdFndsa512,append_realtime,63,4525845
HybridEdFndsa512,append_realtime,64,5377204
HybridEdFndsa512,append_realtime,65,3797107
HybridEdFndsa512,append_realtime,66,8347627
HybridEdFndsa512,append_realtime,67,3646869
HybridEdFndsa512,append_realtime,68,5216666
HybridEdFndsa512,append_realtime,69,4722138
HybridEdFndsa512,append_realtime,70,3720771
HybridEdFndsa512,append_realtime,71,6322046
HybridEdFndsa512,append_realtime,72,6857429
HybridEdFndsa512,append_realtime,73,6908899
HybridEdFndsa512,append_realtime,74,5373486
HybridEdFndsa512,append_realtime,75,4556161
HybridEdFndsa512,append_realtime,76,6112263
HybridEdFndsa512,append_realtime,77,11652445
HybridEdFndsa512,append_realtime,78,5005711
HybridEdFndsa512,append_realtime,79,7672433
HybridEdFndsa512,append_realtime,80,5652788
HybridEdFndsa512,append_realtime,81,7048693
HybridEdFndsa512,append_realtime,82,3790154
HybridEdFndsa512,append_realtime,83,5072392
HybridEdFndsa512,append_realtime,84,4823243
HybridEdFndsa512,append_realtime,85,4412007
HybridEdFndsa512,append_realtime,86,5525071
HybridEdFndsa512,append_realtime,87,8515220
HybridEdFndsa512,append_realtime,88,4050549
HybridEdFndsa512,append_realtime,89,5616532
HybridEdFndsa512,append_realtime,90,4723851
