alg,phase,rep,ns
Mldsa65,append_sign,29,58766
Mldsa65,append_sign,30,55103
Mldsa65,append_sign,31,76560
Mldsa65,append_sign,32,95780
Mldsa65,append_sign,33,55136
Mldsa65,append_sign,34,86842
Mldsa65,append_sign,35,65764
Mldsa65,append_sign,36,130622
Mldsa65,append_sign,37,65883
Mldsa65,append_sign,38,62090
Mldsa65,append_sign,39,108205
Mldsa65,append_sign,40,66871
Mldsa65,append_sign,41,52486
Mldsa65,append_sign,42,287463
Mldsa65,append_sign,43,88818
Mldsa65,append_sign,44,87439
Mldsa65,append_sign,45,143008
Mldsa65,append_sign,46,171623
Mldsa65,append_sign,47,89324
Mldsa65,append_sign,48,100360
Mldsa65,append_sign,49,69922
Mldsa65,append_sign,50,54682
Mldsa65,append_sign,51,54737
Mldsa65,append_sign,52,110307
Mldsa65,append_sign,53,98068
Mldsa65,append_sign,54,337158
Mldsa65,append_sign,55,203403
Mldsa65,append_sign,56,59577
Mldsa65,append_sign,57,53862
Mldsa65,append_sign,58,97313
Mldsa65,append_sign,59,63287
Mldsa65,append_sign,60,107596
Mldsa65,append_sign,61,166462
Mldsa65,append_sign,62,83455
Mldsa65,append_sign,63,110160
Mldsa65,append_sign,64,100830
Mldsa65,append_sign,65,132306
Mldsa65,append_sign,66,145203
Mldsa65,append_sign,67,103168
Mldsa65,append_sign,68,54265
Mldsa65,append_sign,69,178445
Mldsa65,append_sign,70,108484
Mldsa65,append_sign,71,86071
Mldsa65,append_sign,72,53756
Mldsa65,append_sign,73,74674
Mldsa65,append_sign,74,64049
Mldsa65,append_sign,75,75865
Mldsa65,append_sign,76,79581
Mldsa65,append_sign,77,159504
Mldsa65,append_sign,78,53591
Mldsa65,append_sign,79,154392
Mldsa65,append_sign,80,54392
Mldsa65,append_sign,81,74105
Mldsa65,append_sign,82,142880
Mldsa65,append_sign,83,64974
Mldsa65,append_sign,84,156990
Mldsa65,append_sign,85,193547
Mldsa65,append_sign,86,79285
Mldsa65,append_sign,87,108222
Mldsa65,append_sign,88,54828
Mldsa65,append_sign,89,183323
Mldsa65,append_sign,90,66448
Mldsa65,append_sign,91,87372
Mldsa65,append_sign,92,55318
Mldsa65,append_sign,93,144184
Mldsa65,append_sign,94,120914
Mldsa65,append_sign,95,64723
Mldsa65,append_sign,96,128646
Mldsa65,append_sign,97,63952
Mldsa65,append_sign,98,53875
Mldsa65,append_sign,99,73319
Mldsa65,append_sign,100,110526
Mldsa87,keygen,0,44299
Mldsa87,keygen,1,44840
Mldsa87,keygen,2,44672
Mldsa87,keygen,3,43187
Mldsa87,keygen,4,44367
Mldsa87,keygen,5,44574
Mldsa87,keygen,6,44160
Mldsa87,keygen,7,44451
Mldsa87,keygen,8,44261
Mldsa87,keygen,9,44526
Mldsa87,keygen,10,44624
Mldsa87,keygen,11,44602
Mldsa87,keygen,12,44747
Mldsa87,keygen,13,44217
Mldsa87,keygen,14,43515
Mldsa87,keygen,15,44599
Mldsa87,keygen,16,44838
Mldsa87,keygen,17,44414
Mldsa87,keygen,18,72987
Mldsa87,keygen,19,45172
Mldsa87,keygen,20,43552
Mldsa87,keygen,21,44970
Mldsa87,keygen,22,46062
Mldsa87,keygen,23,50188
Mldsa87,keygen,24,44846
Mldsa87,keygen,25,44395
Mldsa87,keygen,26,44782
Mldsa87,keygen,27,44518
Mldsa87,keygen,28,44183
Mldsa87,keygen,29,44537
Mldsa87,keygen,30,44660
Mldsa87,keygen,31,43901
Mldsa87,keygen,32,44677
Mldsa87,keygen,33,44797
Mldsa87,keygen,34,58613
Mldsa87,keygen,35,44945
Mldsa87,keygen,36,45751
Mldsa87,keygen,37,46285
Mldsa87,keygen,38,44770
Mldsa87,keygen,39,44556
Mldsa87,keygen,40,44877
Mldsa87,keygen,41,44842
Mldsa87,keygen,42,44464
Mldsa87,keygen,43,44583
Mldsa87,keygen,44,44353
Mldsa87,keygen,45,44387
Mldsa87,keygen,46,44375
Mldsa87,keygen,47,44330
Mldsa87,keygen,48,44813
Mldsa87,keygen,49,44440
Mldsa87,keygen,50,44667
Mldsa87,keygen,51,44231
Mldsa87,keygen,52,44214
Mldsa87,keygen,53,44561
Mldsa87,keygen,54,44441
Mldsa87,keygen,55,44788
Mldsa87,keygen,56,43953
Mldsa87,keygen,57,44221
Mldsa87,keygen,58,44677
Mldsa87,keygen,59,44188
Mldsa87,keygen,60,44614
Mldsa87,keygen,61,44683
Mldsa87,keygen,62,44194
Mldsa87,keygen,63,44258
Mldsa87,keygen,64,44732
Mldsa87,keygen,65,44484
Mldsa87,keygen,66,44433
Mldsa87,keygen,67,50690
Mldsa87,keygen,68,44744
Mldsa87,keygen,69,43982
Mldsa87,keygen,70,45214
Mldsa87,keygen,71,43997
Mldsa87,keygen,72,44443
Mldsa87,keygen,73,44352
Mldsa87,keygen,74,44779
Mldsa87,keygen,75,44925
Mldsa87,keygen,76,125610
Mldsa87,keygen,77,54901
Mldsa87,keygen,78,128898
Mldsa87,keygen,79,106255
Mldsa87,keygen,80,45976
Mldsa87,keygen,81,45223
Mldsa87,keygen,82,45498
Mldsa87,keygen,83,45340
Mldsa87,keygen,84,45570
Mldsa87,keygen,85,88184
Mldsa87,keygen,86,45409
Mldsa87,keygen,87,46105
Mldsa87,keygen,88,76199
Mldsa87,keygen,89,46129
Mldsa87,keygen,90,46233
Mldsa87,keygen,91,44348
Mldsa87,keygen,92,44904
Mldsa87,keygen,93,50412
Mldsa87,keygen,94,44522
Mldsa87,keygen,95,44632
Mldsa87,keygen,96,44258
Mldsa87,keygen,97,44321
Mldsa87,keygen,98,45231
Mldsa87,keygen,99,44840
Mldsa87,keygen,100,45274
Mldsa87,append_realtime,0,135945
Mldsa87,append_realtime,1,121510
Mldsa87,append_realtime,2,179664
Mldsa87,append_realtime,3,121959
Mldsa87,append_realtime,4,149021
Mldsa87,append_realtime,5,133634
Mldsa87,append_realtime,6,196835
Mldsa87,append_realtime,7,176399
Mldsa87,append_realtime,8,177687
Mldsa87,append_realtime,9,148254
Mldsa87,append_realtime,10,135714
Mldsa87,append_realtime,11,304286
Mldsa87,append_realtime,12,237463
Mldsa87,append_realtime,13,147040
Mldsa87,append_realtime,14,124507
Mldsa87,append_realtime,15,122048
Mldsa87,append_realtime,16,174657
Mldsa87,append_realtime,17,138887
Mldsa87,append_realtime,18,122290
Mldsa87,append_realtime,19,150788
Mldsa87,append_realtime,20,140366
Mldsa87,append_realtime,21,213201
Mldsa87,append_realtime,22,142576
Mldsa87,append_realtime,23,195667
Mldsa87,append_realtime,24,239297
Mldsa87,append_realtime,25,149609
Mldsa87,append_realtime,26,216310
Mldsa87,append_realtime,27,320010
Mldsa87,append_realtime,28,176282
Mldsa87,append_realtime,29,138041
Mldsa87,append_realtime,30,160983
Mldsa87,append_realtime,31,135967
Mldsa87,append_realtime,32,190850
Mldsa87,append_realtime,33,133307
Mldsa87,append_realtime,34,155388
Mldsa87,append_realtime,35,150429
Mldsa87,append_realtime,36,189500
Mldsa87,append_realtime,37,224282
Mldsa87,append_realtime,38,121099
Mldsa87,append_realtime,39,136279
Mldsa87,append_realtime,40,157577
Mldsa87,append_realtime,41,205487
Mldsa87,append_realtime,42,138080
Mldsa87,append_realtime,43,137083
Mldsa87,append_realtime,44,260650
Mldsa87,append_realtime,45,165575
Mldsa87,append_realtime,46,187535
Mldsa87,append_realtime,47,207371
Mldsa87,append_realtime,48,121269
Mldsa87,append_realtime,49,161451
Mldsa87,append_realtime,50,128097
Mldsa87,append_realtime,51,243149
Mldsa87,append_realtime,52,261579
Mldsa87,append_realtime,53,177249
Mldsa87,append_realtime,54,146363
Mldsa87,append_realtime,55,120788
Mldsa87,append_realtime,56,174643
Mldsa87,append_realtime,57,153980
Mldsa87,append_realtime,58,133666
Mldsa87,append_realtime,59,133324
Mldsa87,append_realtime,60,156997
Mldsa87,append_realtime,61,150899
Mldsa87,append_realtime,62,123002
Mldsa87,append_realtime,63,193829
Mldsa87,append_realtime,64,137471
Mldsa87,append_realtime,65,173634
Mldsa87,append_realtime,66,348166
Mldsa87,append_realtime,67,123489
Mldsa87,append_realtime,68,122892
Mldsa87,append_realtime,69,185209
Mldsa87,append_realtime,70,124290
Mldsa87,append_realtime,71,136783
Mldsa87,append_realtime,72,210551
Mldsa87,append_realtime,73,280539
Mldsa87,append_realtime,74,332263
Mldsa87,append_realtime,75,185201
Mldsa87,append_realtime,76,152996
Mldsa87,append_realtime,77,184700
Mldsa87,append_realtime,78,126024
Mldsa87,append_realtime,79,206450
Mldsa87,append_realtime,80,128805
Mldsa87,append_realtime,81,145829
Mldsa87,append_realtime,82,339507
Mldsa87,append_realtime,83,168516
Mldsa87,append_realtime,84,184633
Mldsa87,append_realtime,85,119558
Mldsa87,append_realtime,86,132398
Mldsa87,append_realtime,87,130870
Mldsa87,append_realtime,88,132799
Mldsa87,append_realtime,89,156620
Mldsa87,append_realtime,90,118724
Mldsa87,append_realtime,91,149502
Mldsa87,append_realtime,92,158960
Mldsa87,append_realtime,93,147051
Mldsa87,append_realtime,94,183955
Mldsa87,append_realtime,95,122417
Mldsa87,append_realtime,96,119873
Mldsa87,append_realtime,97,119227
Mldsa87,append_realtime,98,134804
Mldsa87,append_realtime,99,131010
Mldsa87,append_realtime,100,151990
Mldsa87,append_sign,0,128111
Mldsa87,append_sign,1,153699
Mldsa87,append_sign,2,74950
Mldsa87,append_sign,3,87956
Mldsa87,append_sign,4,76464
Mldsa87,append_sign,5,77588
Mldsa87,append_sign,6,103453
Mldsa87,append_sign,7,77875
Mldsa87,append_sign,8,116016
Mldsa87,append_sign,9,91383
Mldsa87,append_sign,10,187188
Mldsa87,append_sign,11,100374
Mldsa87,append_sign,12,128529
Mldsa87,append_sign,13,75802
Mldsa87,append_sign,14,88781
Mldsa87,append_sign,15,87636
Mldsa87,append_sign,16,127695
Mldsa87,append_sign,17,199712
Mldsa87,append_sign,18,319211
Mldsa87,append_sign,19,100606
Mldsa87,append_sign,20,299262
Mldsa87,append_sign,21,107309
Mldsa87,append_sign,22,150143
Mldsa87,append_sign,23,76450
Mldsa87,append_sign,24,87543
Mldsa87,append_sign,25,75137
Mldsa87,append_sign,26,99932
Mldsa87,append_sign,27,99244
Mldsa87,append_sign,28,152244
Mldsa87,append_sign,29,78691
Mldsa87,append_sign,30,129822
Mldsa87,append_sign,31,110202
Mldsa87,append_sign,32,106962
Mldsa87,append_sign,33,89874
Mldsa87,append_sign,34,160738
Mldsa87,append_sign,35,76447
Mldsa87,append_sign,36,101946
Mldsa87,append_sign,37,94109
Mldsa87,append_sign,38,106039
Mldsa87,append_sign,39,93196
Mldsa87,append_sign,40,233142
Mldsa87,append_sign,41,161175
Mldsa87,append_sign,42,89848
Mldsa87,append_sign,43,114548
Mldsa87,append_sign,44,77346
Mldsa87,append_sign,45,92844
Mldsa87,append_sign,46,117704
Mldsa87,append_sign,47,88727
Mldsa87,append_sign,48,77511
Mldsa87,append_sign,49,119465
Mldsa87,append_sign,50,120221
Mldsa87,append_sign,51,83621
Mldsa87,append_sign,52,166329
Mldsa87,append_sign,53,148991
Mldsa87,append_sign,54,178897
Mldsa87,append_sign,55,91469
Mldsa87,append_sign,56,81951
Mldsa87,append_sign,57,90033
Mldsa87,append_sign,58,76245
Mldsa87,append_sign,59,169302
Mldsa87,append_sign,60,248410
Mldsa87,append_sign,61,129850
Mldsa87,append_sign,62,75499
Mldsa87,append_sign,63,86500
Mldsa87,append_sign,64,74951
Mldsa87,append_sign,65,183041
Mldsa87,append_sign,66,177725
Mldsa87,append_sign,67,88861
Mldsa87,append_sign,68,74732
Mldsa87,append_sign,69,126375
Mldsa87,append_sign,70,112789
Mldsa87,append_sign,71,114647
Mldsa87,append_sign,72,110057
Mldsa87,append_sign,73,90984
Mldsa87,append_sign,74,149150
Mldsa87,append_sign,75,103673
Mldsa87,append_sign,76,149175
Mldsa87,append_sign,77,189947
Mldsa87,append_sign,78,94820
Mldsa87,append_sign,79,139246
Mldsa87,append_sign,80,181782
Mldsa87,append_sign,81,175454
Mldsa87,append_sign,82,75235
Mldsa87,append_sign,83,84628
Mldsa87,append_sign,84,112648
Mldsa87,append_sign,85,81226
Mldsa87,append_sign,86,88838
Mldsa87,append_sign,87,79883
Mldsa87,append_sign,88,228582
Mldsa87,append_sign,89,168473
Mldsa87,append_sign,90,146129
Mldsa87,append_sign,91,95825
Mldsa87,append_sign,92,120400
Mldsa87,append_sign,93,163161
Mldsa87,append_sign,94,103903
Mldsa87,append_sign,95,120408
Mldsa87,append_sign,96,92443
Mldsa87,append_sign,97,105197
Mldsa87,append_sign,98,105076
Mldsa87,append_sign,99,89539
Mldsa87,append_sign,100,424273
Fndsa512,keygen,0,5124726
Fndsa512,keygen,1,3882028
Fndsa512,keygen,2,3779351
Fndsa512,keygen,3,4179803
Fndsa512,keygen,4,3295655
Fndsa512,keygen,5,6426302
Fndsa512,keygen,6,6128715
Fndsa512,keygen,7,4922849
Fndsa512,keygen,8,4313202
Fndsa512,keygen,9,4330343
Fndsa512,keygen,10,5394404
Fndsa512,keygen,11,3347147
Fndsa512,keygen,12,5361521
Fndsa512,keygen,13,5265088
Fndsa512,keygen,14,4527946
Fndsa512,keygen,15,6394022
Fndsa512,keygen,16,3772946
Fndsa512,keygen,17,3503384
Fndsa512,keygen,18,4306637
Fndsa512,keygen,19,4512400
Fndsa512,keygen,20,3682608
Fndsa512,keygen,21,5964011
Fndsa512,keygen,22,4614555
Fndsa512,keygen,23,3961011
Fndsa512,keygen,24,7178990
Fndsa512,keygen,25,3911180
Fndsa512,keygen,26,11534598
Fndsa512,keygen,27,3930784
Fndsa512,keygen,28,3828866
Fndsa512,keygen,29,3956912
Fndsa512,keygen,30,3748216
Fndsa512,keygen,31,6893444
Fndsa512,keygen,32,4096325
Fndsa512,keygen,33,3854447
Fndsa512,keygen,34,4080908
Fndsa512,keygen,35,8293406
Fndsa512,keygen,36,3642918
Fndsa512,keygen,37,3744270
Fndsa512,keygen,38,8820278
Fndsa512,keygen,39,3940580
Fndsa512,keygen,40,4524741
Fndsa512,keygen,41,4075108
Fndsa512,keygen,42,4200886
Fndsa512,keygen,43,5188620
Fndsa512,keygen,44,5835870
Fndsa512,keygen,45,7757545
Fndsa512,keygen,46,3646418
Fndsa512,keygen,47,3598014
Fndsa512,keygen,48,5152255
Fndsa512,keygen,49,5480028
Fndsa512,keygen,50,5449966
Fndsa512,keygen,51,4538732
Fndsa512,keygen,52,5099328
Fndsa512,keygen,53,3858851
Fndsa512,keygen,54,3374707
Fndsa512,keygen,55,7144806
Fndsa512,keygen,56,3448119
Fndsa512,keygen,57,4671426
Fndsa512,keygen,58,6777244
Fndsa512,keygen,59,3484280
Fndsa512,keygen,60,5547031
Fndsa512,keygen,61,4873725
Fndsa512,keygen,62,5853821
Fndsa512,keygen,63,3441711
Fndsa512,keygen,64,4100810
Fndsa512,keygen,65,6969362
Fndsa512,keygen,66,3453137
Fndsa512,keygen,67,4113776
Fndsa512,keygen,68,5536760
Fndsa512,keygen,69,3788001
Fndsa512,keygen,70,3612312
Fndsa512,keygen,71,5886028
Fndsa512,keygen,72,3699247
Fndsa512,keygen,73,4691790
Fndsa512,keygen,74,4161460
Fndsa512,keygen,75,6441150
Fndsa512,keygen,76,3573510
Fndsa512,keygen,77,7159537
Fndsa512,keygen,78,6140369
Fndsa512,keygen,79,6118842
Fndsa512,keygen,80,4772826
Fndsa512,keygen,81,3954655
Fndsa512,keygen,82,5901810
Fndsa512,keygen,83,3355806
Fndsa512,keygen,84,7226975
Fndsa512,keygen,85,5236569
Fndsa512,keygen,86,7628421
Fndsa512,keygen,87,5421959
Fndsa512,keygen,88,3712546
Fndsa512,keygen,89,4012122
Fndsa512,keygen,90,3831429
Fndsa512,keygen,91,5125364
Fndsa512,keygen,92,5441761
Fndsa512,keygen,93,3454506
Fndsa512,keygen,94,3465794
Fndsa512,keygen,95,4657389
Fndsa512,keygen,96,4139946
Fndsa512,keygen,97,8783044
Fndsa512,keygen,98,4222314
Fndsa512,keygen,99,3566608
Fndsa512,keygen,100,4160613
Fndsa512,append_realtime,0,3405275
Fndsa512,append_realtime,1,5981096
Fndsa512,append_realtime,2,4431483
Fndsa512,append_realtime,3,4628930
Fndsa512,append_realtime,4,6855494
Fndsa512,append_realtime,5,5918867
Fndsa512,append_realtime,6,4905060
Fndsa512,append_realtime,7,4446148
Fndsa512,append_realtime,8,4135897
Fndsa512,append_realtime,9,5344129
Fndsa512,append_realtime,10,8419655
Fndsa512,append_realtime,11,4083310
Fndsa512,append_realtime,12,3804602
Fndsa512,append_realtime,13,5269453
Fndsa512,append_realtime,14,3368052
Fndsa512,append_realtime,15,4460675
Fndsa512,append_realtime,16,7338813
Fndsa512,append_realtime,17,3926636
Fndsa512,append_realtime,18,3516923
Fndsa512,append_realtime,19,3668376
Fndsa512,append_realtime,20,4150489
Fndsa512,append_realtime,21,3637450
Fndsa512,append_realtime,22,3627110
Fndsa512,append_realtime,23,5222989
Fndsa512,append_realtime,24,4235499
Fndsa512,append_realtime,25,4377561
Fndsa512,append_realtime,26,3727100
Fndsa512,append_realtime,27,4414408
Fndsa512,append_realtime,28,5326401
Fndsa512,append_realtime,29,4549122
Fndsa512,append_realtime,30,3433381
Fndsa512,append_realtime,31,7275198
Fndsa512,append_realtime,32,4399724
Fndsa512,append_realtime,33,3759497
Fndsa512,append_realtime,34,4291441
Fndsa512,append_realtime,35,4054117
Fndsa512,append_realtime,36,4027495
Fndsa512,append_realtime,37,4417243
Fndsa512,append_realtime,38,4021930
Fndsa512,append_realtime,39,5554369
Fndsa512,append_realtime,40,5317586
Fndsa512,append_realtime,41,6166848
Fndsa512,append_realtime,42,7856022
Fndsa512,append_realtime,43,3467401
Fndsa512,append_realtime,44,4883749
Fndsa512,append_realtime,45,4159005
Fndsa512,append_realtime,46,5768422
Fndsa512,append_realtime,47,4257113
Fndsa512,append_realtime,48,4165239
Fndsa512,append_realtime,49,4165714
Fndsa512,append_realtime,50,3739027
Fndsa512,append_realtime,51,3975822
Fndsa512,append_realtime,52,3680815
Fndsa512,append_realtime,53,3547555
Fndsa512,append_realtime,54,4845025
Fndsa512,append_realtime,55,6346839
Fndsa512,append_realtime,56,5876552
Fndsa512,append_realtime,57,3358291
Fndsa512,append_realtime,58,4410130
Fndsa512,append_realtime,59,4251390
Fndsa512,append_realtime,60,5028592
Fndsa512,append_realtime,61,3991541
Fndsa512,append_realtime,62,4908124
Fndsa512,append_realtime,63,3931147
Fndsa512,append_realtime,64,5088020
Fndsa512,append_realtime,65,4278535
Fndsa512,append_realtime,66,4159203
Fndsa512,append_realtime,67,3706790
Fndsa512,append_realtime,68,3404554
Fndsa512,append_realtime,69,3544418
Fndsa512,append_realtime,70,3777427
Fndsa512,append_realtime,71,4833196
Fndsa512,append_realtime,72,4332152
Fndsa512,append_realtime,73,11566231
Fndsa512,append_realtime,74,4562447
Fndsa512,append_realtime,75,3824257
Fndsa512,append_realtime,76,7580968
Fndsa512,append_realtime,77,4981251
Fndsa512,append_realtime,78,5474261
Fndsa512,append_realtime,79,4468091
Fndsa512,append_realtime,80,5192438
Fndsa512,append_realtime,81,3951067
Fndsa512,append_realtime,82,3830801
Fndsa512,append_realtime,83,7555040
Fndsa512,append_realtime,84,3888796
Fndsa512,append_realtime,85,4906080
Fndsa512,append_realtime,86,4822736
Fndsa512,append_realtime,87,4098443
Fndsa512,append_realtime,88,4774215
Fndsa512,append_realtime,89,4707862
Fndsa512,append_realtime,90,5961557
Fndsa512,append_realtime,91,3735930
Fndsa512,append_realtime,92,4357617
Fndsa512,append_realtime,93,4274041
Fndsa512,append_realtime,94,5793734
Fndsa512,append_realtime,95,5070168
Fndsa512,append_realtime,96,3580274
Fndsa512,append_realtime,97,3987797
Fndsa512,append_realtime,98,3544286
Fndsa512,append_realtime,99,4945913
Fndsa512,append_realtime,100,3434114
Fndsa512,append_sign,0,152623
Fndsa512,append_sign,1,148607
Fndsa512,append_sign,2,149623
Fndsa512,append_sign,3,147616
Fndsa512,append_sign,4,148546
Fndsa512,append_sign,5,149015
Fndsa512,append_sign,6,149861
Fndsa512,append_sign,7,151220
Fndsa512,append_sign,8,147486
Fndsa512,append_sign,9,150699
Fndsa512,append_sign,10,148444
Fndsa512,append_sign,11,158434
Fndsa512,append_sign,12,151445
Fndsa512,append_sign,13,151166
Fndsa512,append_sign,14,149711
Fndsa512,append_sign,15,159817
Fndsa512,append_sign,16,157465
Fndsa512,append_sign,17,150542
Fndsa512,append_sign,18,147986
Fndsa512,append_sign,19,148750
Fndsa512,append_sign,20,149250
Fndsa512,append_sign,21,152258
Fndsa512,append_sign,22,151193
Fndsa512,append_sign,23,156666
Fndsa512,append_sign,24,150802
Fndsa512,append_sign,25,155931
Fndsa512,append_sign,26,152189
Fndsa512,append_sign,27,146167
Fndsa512,append_sign,28,147857
Fndsa512,append_sign,29,145657
Fndsa512,append_sign,30,156642
Fndsa512,append_sign,31,151334
Fndsa512,append_sign,32,149494
Fndsa512,append_sign,33,150680
Fndsa512,append_sign,34,151442
Fndsa512,append_sign,35,149996
Fndsa512,append_sign,36,155191
Fndsa512,append_sign,37,152192
Fndsa512,append_sign,38,148201
Fndsa512,append_sign,39,148743
Fndsa512,append_sign,40,150758
Fndsa512,append_sign,41,146775
Fndsa512,append_sign,42,147203
Fndsa512,append_sign,43,163278
Fndsa512,append_sign,44,148177
Fndsa512,append_sign,45,149464
Fndsa512,append_sign,46,149614
Fndsa512,append_sign,47,148104
Fndsa512,append_sign,48,156177
Fndsa512,append_sign,49,147821
Fndsa512,append_sign,50,149992
Fndsa512,append_sign,51,151374
Fndsa512,append_sign,52,149913
Fndsa512,append_sign,53,151488
Fndsa512,append_sign,54,149290
Fndsa512,append_sign,55,150230
Fndsa512,append_sign,56,146741
Fndsa512,append_sign,57,144852
Fndsa512,append_sign,58,148210
Fndsa512,append_sign,59,147857
Fndsa512,append_sign,60,146852
Fndsa512,append_sign,61,158577
Fndsa512,append_sign,62,148874
Fndsa512,append_sign,63,148097
Fndsa512,append_sign,64,147931
Fndsa512,append_sign,65,147764
Fndsa512,append_sign,66,146455
Fndsa512,append_sign,67,146868
Fndsa512,append_sign,68,149374
Fndsa512,append_sign,69,148107
Fndsa512,append_sign,70,157775
Fndsa512,append_sign,71,157224
Fndsa512,append_sign,72,155131
Fndsa512,append_sign,73,149394
Fndsa512,append_sign,74,148568
Fndsa512,append_sign,75,148408
Fndsa512,append_sign,76,148333
Fndsa512,append_sign,77,148192
Fndsa512,append_sign,78,148141
Fndsa512,append_sign,79,147609
Fndsa512,append_sign,80,147795
Fndsa512,append_sign,81,148229
Fndsa512,append_sign,82,147887
Fndsa512,append_sign,83,149989
Fndsa512,append_sign,84,153801
Fndsa512,append_sign,85,148756
Fndsa512,append_sign,86,147869
Fndsa512,append_sign,87,149156
Fndsa512,append_sign,88,146971
Fndsa512,append_sign,89,147481
Fndsa512,append_sign,90,145197
Fndsa512,append_sign,91,145307
Fndsa512,append_sign,92,158367
Fndsa512,append_sign,93,153247
Fndsa512,append_sign,94,149567
Fndsa512,append_sign,95,158343
Fndsa512,append_sign,96,150893
Fndsa512,append_sign,97,151449
Fndsa512,append_sign,98,150358
Fndsa512,append_sign,99,148197
Fndsa512,append_sign,100,146599
Fndsa1024,keygen,0,12160207
Fndsa1024,keygen,1,13382081
Fndsa1024,keygen,2,13407923
Fndsa1024,keygen,3,12375828
Fndsa1024,keygen,4,12915503
Fndsa1024,keygen,5,20802670
Fndsa1024,keygen,6,11570632
Fndsa1024,keygen,7,11839724
Fndsa1024,keygen,8,16703352
Fndsa1024,keygen,9,15813865
Fndsa1024,keygen,10,11715095
Fndsa1024,keygen,11,11007168
Fndsa1024,keygen,12,10651424
Fndsa1024,keygen,13,12378312
Fndsa1024,keygen,14,15424613
Fndsa1024,keygen,15,11001683
Fndsa1024,keygen,16,14023044
Fndsa1024,keygen,17,13740586
Fndsa1024,keygen,18,12269042
Fndsa1024,keygen,19,14502241
Fndsa1024,keygen,20,18331931
Fndsa1024,keygen,21,10863557
Fndsa1024,keygen,22,11266752
Fndsa1024,keygen,23,11666365
Fndsa1024,keygen,24,12325945
Fndsa1024,keygen,25,14206149
Fndsa1024,keygen,26,13477071
Fndsa1024,keygen,27,16043201
Fndsa1024,keygen,28,11210737
Fndsa1024,keygen,29,24995532
Fndsa1024,keygen,30,12489836
Fndsa1024,keygen,31,15412187
Fndsa1024,keygen,32,10670876
Fndsa1024,keygen,33,12929856
Fndsa1024,keygen,34,11562518
Fndsa1024,keygen,35,12760417
Fndsa1024,keygen,36,17272886
Fndsa1024,keygen,37,12504258
Fndsa1024,keygen,38,12267669
Fndsa1024,keygen,39,15534637
Fndsa1024,keygen,40,12435297
Fndsa1024,keygen,41,12482282
Fndsa1024,keygen,42,14501353
Fndsa1024,keygen,43,16438863
Fndsa1024,keygen,44,11073646
Fndsa1024,keygen,45,12972268
Fndsa1024,keygen,46,13064699
Fndsa1024,keygen,47,11529837
Fndsa1024,keygen,48,11790487
Fndsa1024,keygen,49,13991776
Fndsa1024,keygen,50,14325247
Fndsa1024,keygen,51,16343091
Fndsa1024,keygen,52,11170048
Fndsa1024,keygen,53,15349766
Fndsa1024,keygen,54,16718391
Fndsa1024,keygen,55,11956709
Fndsa1024,keygen,56,17892889
Fndsa1024,keygen,57,11529720
Fndsa1024,keygen,58,11738701
Fndsa1024,keygen,59,13809239
Fndsa1024,keygen,60,13348165
Fndsa1024,keygen,61,10776586
Fndsa1024,keygen,62,11622230
Fndsa1024,keygen,63,10763059
Fndsa1024,keygen,64,11372490
Fndsa1024,keygen,65,11267806
Fndsa1024,keygen,66,11186154
Fndsa1024,keygen,67,24005117
Fndsa1024,keygen,68,11428608
Fndsa1024,keygen,69,19881034
Fndsa1024,keygen,70,11390360
Fndsa1024,keygen,71,11019533
Fndsa1024,keygen,72,11637555
Fndsa1024,keygen,73,29321004
Fndsa1024,keygen,74,12869195
Fndsa1024,keygen,75,16541449
Fndsa1024,keygen,76,11162296
Fndsa1024,keygen,77,11490076
Fndsa1024,keygen,78,11687497
Fndsa1024,keygen,79,13125978
Fndsa1024,keygen,80,11044060
Fndsa1024,keygen,81,13294119
Fndsa1024,keygen,82,11633087
Fndsa1024,keygen,83,17361662
Fndsa1024,keygen,84,13865637
Fndsa1024,keygen,85,12871104
Fndsa1024,keygen,86,24371122
Fndsa1024,keygen,87,12378916
Fndsa1024,keygen,88,11202098
Fndsa1024,keygen,89,13932235
Fndsa1024,keygen,90,21537595
Fndsa1024,keygen,91,14835623
Fndsa1024,keygen,92,19796490
Fndsa1024,keygen,93,13111168
Fndsa1024,keygen,94,12704972
Fndsa1024,keygen,95,20776669
Fndsa1024,keygen,96,10650409
Fndsa1024,keygen,97,11259817
Fndsa1024,keygen,98,12295230
Fndsa1024,keygen,99,12280864
Fndsa1024,keygen,100,20258695
Fndsa1024,append_realtime,0,12179259
Fndsa1024,append_realtime,1,14785390
Fndsa1024,append_realtime,2,12579804
Fndsa1024,append_realtime,3,12451449
Fndsa1024,append_realtime,4,13741995
Fndsa1024,append_realtime,5,12972372
Fndsa1024,append_realtime,6,14135070
Fndsa1024,append_realtime,7,11770910
Fndsa1024,append_realtime,8,12802733
Fndsa1024,append_realtime,9,13617345
Fndsa1024,append_realtime,10,16870368
Fndsa1024,append_realtime,11,14601124
Fndsa1024,append_realtime,12,11330772
Fndsa1024,append_realtime,13,17380793
Fndsa1024,append_realtime,14,11618078
Fndsa1024,append_realtime,15,12557571
Fndsa1024,append_realtime,16,10966294
Fndsa1024,append_realtime,17,14978108
Fndsa1024,append_realtime,18,15138203
Fndsa1024,append_realtime,19,25912413
Fndsa1024,append_realtime,20,12490390
Fndsa1024,append_realtime,21,13028308
