profile,family,n,rtt_ms,conc,rep,duration_s,completed,failed,rps,p50_ns,p95_ns,p99_ns,verify_mean_ns
ed25519,classic,20,1,4,3,15,28073,0,1871.53,2082352,2273649,2407242,925093
ed25519,classic,20,1,16,1,15,50217,0,3347.80,4314086,9269613,12001920,1915612
ed25519,classic,20,1,16,2,15,50871,0,3391.40,4258059,8865170,11367867,1802389
ed25519,classic,20,1,16,3,15,52264,0,3484.27,4230731,8679448,11247992,1707427
ed25519,classic,20,20,2,1,15,1388,0,92.53,21469572,22605477,24004632,1133424
ed25519,classic,20,20,2,2,15,1390,0,92.67,21505407,22108199,23143418,1067407
ed25519,classic,20,20,2,3,15,1390,0,92.67,21489683,22254804,23369778,1088499
ed25519,classic,20,20,4,1,15,2788,0,185.87,21483820,21884536,22850288,1020831
ed25519,classic,20,20,4,2,15,2780,0,185.33,21497697,22220972,23997502,1090466
ed25519,classic,20,20,4,3,15,2776,0,185.07,21492804,22635801,24652385,1146524
ed25519,classic,20,20,16,1,15,11254,0,750.27,21223817,22149107,22817375,991664
ed25519,classic,20,20,16,2,15,11289,0,752.60,21063846,22604574,24641220,1004866
ed25519,classic,20,20,16,3,15,11243,0,749.53,21129657,22650817,24858414,1037396
mldsa44,uniform,1,0,2,1,15,127603,0,8506.87,220534,312756,366549,180713
mldsa44,uniform,1,0,2,2,15,124190,0,8279.33,227210,320941,377996,184779
mldsa44,uniform,1,0,2,3,15,124837,0,8322.47,225429,320025,377964,183634
mldsa44,uniform,1,0,4,1,15,221334,0,14755.60,259819,348291,434250,201665
mldsa44,uniform,1,0,4,2,15,200650,0,13376.67,289624,380939,516531,225560
mldsa44,uniform,1,0,4,3,15,209013,0,13934.20,279758,359328,467042,217156
mldsa44,uniform,1,0,16,1,15,251883,0,16792.20,924882,1761096,2546868,224071
mldsa44,uniform,1,0,16,2,15,245080,0,16338.67,921567,1923808,2852472,235314
mldsa44,uniform,1,0,16,3,15,249670,0,16644.67,909349,1798430,2667704,225365
mldsa44,uniform,1,1,2,1,15,21785,0,1452.33,1355965,1486189,1643940,207297
mldsa44,uniform,1,1,2,2,15,21801,0,1453.40,1360878,1490565,1639765,205893
mldsa44,uniform,1,1,2,3,15,22399,0,1493.27,1344278,1500025,1678889,210154
mldsa44,uniform,1,1,4,1,15,43769,0,2917.93,1351005,1490638,1648507,209646
mldsa44,uniform,1,1,4,2,15,43563,0,2904.20,1362554,1511372,1699425,211754
mldsa44,uniform,1,1,4,3,15,44285,0,2952.33,1338053,1496622,1699515,211555
mldsa44,uniform,1,1,16,1,15,179568,0,11971.20,1311081,1512169,1696743,215381
mldsa44,uniform,1,1,16,2,15,179211,0,11947.40,1314701,1512581,1694364,217801
mldsa44,uniform,1,1,16,3,15,174342,0,11622.80,1343631,1590011,1796877,240951
mldsa44,uniform,1,20,2,1,15,1454,0,96.93,20608937,20900303,21550255,309698
mldsa44,uniform,1,20,2,2,15,1454,0,96.93,20605566,20853020,21335953,300975
mldsa44,uniform,1,20,2,3,15,1454,0,96.93,20613163,20874885,21327192,310078
mldsa44,uniform,1,20,4,1,15,2904,0,193.60,20641541,20928712,21641618,294669
mldsa44,uniform,1,20,4,2,15,2904,0,193.60,20636499,20876735,21097594,283329
mldsa44,uniform,1,20,4,3,15,2904,0,193.60,20638726,20919235,21506669,291608
mldsa44,uniform,1,20,16,1,15,11296,0,753.07,21166275,22307284,23293622,287898
mldsa44,uniform,1,20,16,2,15,11616,0,774.40,20609902,21267341,22330780,278726
mldsa44,uniform,1,20,16,3,15,11584,0,772.27,20625806,21741052,22270242,272715
mldsa44,uniform,20,0,2,1,15,17603,0,1173.53,1733007,1988749,2161353,1537884
mldsa44,uniform,20,0,2,2,15,18282,0,1218.80,1624646,1839655,1999658,1444789
mldsa44,uniform,20,0,2,3,15,18445,0,1229.67,1607733,1831766,2010920,1430350
mldsa44,uniform,20,0,4,1,15,32661,0,2177.40,1755978,2066934,2427619,1552659
mldsa44,uniform,20,0,4,2,15,31407,0,2093.80,1878979,2148286,2520565,1672566
mldsa44,uniform,20,0,4,3,15,31410,0,2094.00,1884863,2169286,2539945,1679953
mldsa44,uniform,20,0,16,1,15,31850,0,2123.33,6878644,15197102,18917393,2386407
mldsa44,uniform,20,0,16,2,15,31901,0,2126.73,6300041,16877129,19992186,2431625
mldsa44,uniform,20,0,16,3,15,31859,0,2123.93,7109047,13741821,16228500,2378927
mldsa44,uniform,20,1,2,1,15,10773,0,718.20,2752478,3058500,3362935,1454846
mldsa44,uniform,20,1,2,2,15,10728,0,715.20,2763982,3049161,3336213,1454269
mldsa44,uniform,20,1,2,3,15,10753,0,716.87,2769494,3017327,3234250,1450936
mldsa44,uniform,20,1,4,1,15,20587,0,1372.47,2863965,3251192,3515438,1507726
mldsa44,uniform,20,1,4,2,15,20470,0,1364.67,2895556,3303961,3638318,1516918
mldsa44,uniform,20,1,4,3,15,20109,0,1340.60,2958468,3384999,3821189,1559313
mldsa44,uniform,20,1,16,1,15,31886,0,2125.73,7108585,12721341,15075739,3588106
mldsa44,uniform,20,1,16,2,15,31995,0,2133.00,7056042,12761565,15041692,3606487
mldsa44,uniform,20,1,16,3,15,31904,0,2126.93,7109334,12719914,15082680,3601531
mldsa44,uniform,20,20,2,1,15,1350,0,90.00,22033888,23346217,24747314,1695984
mldsa44,uniform,20,20,2,2,15,1352,0,90.13,22026890,23294234,24599328,1680303
mldsa44,uniform,20,20,2,3,15,1350,0,90.00,22027695,23277929,25142784,1714185
mldsa44,uniform,20,20,4,1,15,2680,0,178.67,22186247,23936546,25228949,1811363
mldsa44,uniform,20,20,4,2,15,2612,0,174.13,22663373,25112440,26677179,1990222
mldsa44,uniform,20,20,4,3,15,2648,0,176.53,22315627,24547608,26384322,1941448
mldsa44,uniform,20,20,16,1,15,10735,0,715.67,22094822,23692211,25229130,1730798
mldsa44,uniform,20,20,16,2,15,10824,0,721.60,21913772,23194255,25280264,1661883
mldsa44,uniform,20,20,16,3,15,10827,0,721.80,21899176,23441247,25409409,1669741
mldsa87,uniform,1,0,2,1,15,64276,0,4285.07,456125,562167,628036,374733
mldsa87,uniform,1,0,2,2,15,64370,0,4291.33,456385,561316,623591,375191
mldsa87,uniform,1,0,2,3,15,64695,0,4313.00,454736,556988,617614,374073
mldsa87,uniform,1,0,4,1,15,107873,0,7191.53,536566,648479,782489,435801
mldsa87,uniform,1,0,4,2,15,110231,0,7348.73,532474,626567,781069,438847
mldsa87,uniform,1,0,4,3,15,107977,0,7198.47,548505,652392,793316,450622
mldsa87,uniform,1,0,16,1,15,117939,0,7862.60,1947737,3721878,5275908,526986
mldsa87,uniform,1,0,16,2,15,121345,0,8089.67,1851366,3282257,4366310,499535
mldsa87,uniform,1,0,16,3,15,121573,0,8104.87,1841751,3351996,4431560,503328
mldsa87,uniform,1,1,2,1,15,19285,0,1285.67,1534021,1679548,1869897,389420
mldsa87,uniform,1,1,2,2,15,19163,0,1277.53,1552315,1694928,1878207,399205
mldsa87,uniform,1,1,2,3,15,18965,0,1264.33,1559944,1701376,1868686,398970
mldsa87,uniform,1,1,4,1,15,36383,0,2425.53,1613568,1806130,1959374,415370
mldsa87,uniform,1,1,4,2,15,38063,0,2537.53,1598743,1797819,2038796,408713
mldsa87,uniform,1,1,4,3,15,35738,0,2382.53,1696861,1913150,2122601,429934
mldsa87,uniform,1,1,16,1,15,127703,0,8513.53,1805543,2521838,3154501,527931
mldsa87,uniform,1,1,16,2,15,117009,0,7800.60,1946839,2901517,3665208,567613
mldsa87,uniform,1,1,16,3,15,116453,0,7763.53,1958807,2957465,3793084,565999
mldsa87,uniform,1,20,2,1,15,1426,0,95.07,21018945,21313950,21976586,512530
mldsa87,uniform,1,20,2,2,15,1424,0,94.93,21034204,21420159,22239270,535346
mldsa87,uniform,1,20,2,3,15,1424,0,94.93,21065521,21288614,21549696,507698
mldsa87,uniform,1,20,4,1,15,2848,0,189.87,21029841,21459936,22038051,542608
mldsa87,uniform,1,20,4,2,15,2844,0,189.60,21069491,21518177,22084958,532911
mldsa87,uniform,1,20,4,3,15,2860,0,190.67,20963212,21195532,21691144,483970
mldsa87,uniform,1,20,16,1,15,11424,0,761.60,20905727,21932409,22860601,513467
mldsa87,uniform,1,20,16,2,15,11440,0,762.67,20925833,21858942,22507329,502040
mldsa87,uniform,1,20,16,3,15,11428,0,761.87,20902085,21961080,22928615,523240
mldsa87,uniform,20,0,2,1,15,8933,0,595.53,3307491,3607610,3785612,2984908
mldsa87,uniform,20,0,2,2,15,8911,0,594.07,3354941,3693891,3867188,3031873
mldsa87,uniform,20,0,2,3,15,8987,0,599.13,3305075,3615347,3854357,3002553
mldsa87,uniform,20,0,4,1,15,15494,0,1032.93,3770456,4357982,5188773,3425139
mldsa87,uniform,20,0,4,2,15,15193,0,1012.87,3855754,4358479,5062105,3520029
mldsa87,uniform,20,0,4,3,15,15457,0,1030.47,3819092,4365537,5095072,3489087
mldsa87,uniform,20,0,16,1,15,15699,0,1046.60,14502924,27605835,33390877,5818245
mldsa87,uniform,20,0,16,2,15,16173,0,1078.20,14139160,26355119,32863515,5411900
mldsa87,uniform,20,0,16,3,15,16163,0,1077.53,14135425,26113166,33311551,5426236
mldsa87,uniform,20,1,2,1,15,6792,0,452.80,4399985,4733244,4922227,2985274
mldsa87,uniform,20,1,2,2,15,6794,0,452.93,4389455,4719601,4925631,2964074
mldsa87,uniform,20,1,2,3,15,7154,0,476.93,4119422,4580927,4741857,2797847
mldsa87,uniform,20,1,4,1,15,13163,0,877.53,4530087,4945489,5198222,2989821
mldsa87,uniform,20,1,4,2,15,12513,0,834.20,4704594,5222365,5475540,3167130
mldsa87,uniform,20,1,4,3,15,12220,0,814.67,4927852,5382750,5628152,3231749
mldsa87,uniform,20,1,16,1,15,16764,0,1117.60,13722147,24800143,30998524,5729963
mldsa87,uniform,20,1,16,2,15,16472,0,1098.13,13880180,25172462,31684101,5938805
mldsa87,uniform,20,1,16,3,15,15841,0,1056.07,14797631,27258129,34285233,5803560
mldsa87,uniform,20,20,2,1,15,1224,0,81.60,24195374,26396107,28532767,3621570
mldsa87,uniform,20,20,2,2,15,1202,0,80.13,24793152,27088415,29291973,3773135
mldsa87,uniform,20,20,2,3,15,1216,0,81.07,24339369,27127841,29253555,3763806
mldsa87,uniform,20,20,4,1,15,2432,0,162.13,24439748,26534672,28987723,3468937
mldsa87,uniform,20,20,4,2,15,2400,0,160.00,24501633,28142345,29259798,3816155
mldsa87,uniform,20,20,4,3,15,2376,0,158.40,24796661,28755559,29813649,4063697
mldsa87,uniform,20,20,16,1,15,9984,0,665.60,23599306,24543966,27063324,3123128
mldsa87,uniform,20,20,16,2,15,9970,0,664.67,23650760,25381210,27271564,3171668
mldsa87,uniform,20,20,16,3,15,9987,0,665.80,23669847,25037649,27163494,3157100
fndsa512,uniform,1,0,2,1,15,159633,0,10642.20,176257,256046,309654,140931
fndsa512,uniform,1,0,2,2,15,161068,0,10737.87,174840,250626,297937,140365
fndsa512,uniform,1,0,2,3,15,161595,0,10773.00,174992,247471,295692,139502
fndsa512,uniform,1,0,4,1,15,284752,0,18983.47,204872,259540,309196,154880
fndsa512,uniform,1,0,4,2,15,265700,0,17713.33,216502,286634,393252,165834
fndsa512,uniform,1,0,4,3,15,275437,0,18362.47,212783,264578,313339,161298
fndsa512,uniform,1,0,16,1,15,331718,0,22114.53,686741,1165869,1597455,166250
fndsa512,uniform,1,0,16,2,15,333696,0,22246.40,690548,1312423,1883125,165271
fndsa512,uniform,1,0,16,3,15,324942,0,21662.80,701819,1396983,2066568,171516
fndsa512,uniform,1,1,2,1,15,23048,0,1536.53,1296047,1390594,1506802,170231
fndsa512,uniform,1,1,2,2,15,22968,0,1531.20,1295152,1393159,1511116,170307
fndsa512,uniform,1,1,2,3,15,23056,0,1537.07,1288746,1395155,1518219,171083
fndsa512,uniform,1,1,4,1,15,45347,0,3023.13,1311867,1417205,1570892,169699
fndsa512,uniform,1,1,4,2,15,45403,0,3026.87,1313429,1408314,1502737,165668
fndsa512,uniform,1,1,4,3,15,45431,0,3028.73,1309322,1408070,1526076,166600
fndsa512,uniform,1,1,16,1,15,190133,0,12675.53,1248630,1366354,1463387,166569
fndsa512,uniform,1,1,16,2,15,189525,0,12635.00,1249165,1372371,1477515,167318
fndsa512,uniform,1,1,16,3,15,190367,0,12691.13,1247273,1364839,1467202,166487
fndsa512,uniform,1,20,2,1,15,1448,0,96.53,20697288,21108390,21677088,367731
fndsa512,uniform,1,20,2,2,15,1444,0,96.27,20716575,21264006,22245408,398063
fndsa512,uniform,1,20,2,3,15,1448,0,96.53,20666990,21193631,22485103,380979
fndsa512,uniform,1,20,4,1,15,2892,0,192.80,20717429,21143283,21623239,366399
fndsa512,uniform,1,20,4,2,15,2892,0,192.80,20700130,21234347,22392419,374416
fndsa512,uniform,1,20,4,3,15,2892,0,192.80,20685405,21290262,22188379,362966
fndsa512,uniform,1,20,16,1,15,11600,0,773.33,20594661,21486583,22795047,309059
fndsa512,uniform,1,20,16,2,15,11616,0,774.40,20560425,21549922,22840230,320423
fndsa512,uniform,1,20,16,3,15,11590,0,772.67,20576097,21689568,23218701,339078
fndsa512,uniform,20,0,2,1,15,23952,0,1596.80,1240404,1416313,1550783,1135902
fndsa512,uniform,20,0,2,2,15,23923,0,1594.87,1237188,1381973,1476145,1127184
fndsa512,uniform,20,0,2,3,15,24032,0,1602.13,1233712,1380284,1476087,1126263
fndsa512,uniform,20,0,4,1,15,45703,0,3046.87,1288736,1452404,1695370,1172923
fndsa512,uniform,20,0,4,2,15,43954,0,2930.27,1336021,1509315,1786607,1213800
fndsa512,uniform,20,0,4,3,15,43766,0,2917.73,1353762,1490541,1656650,1234563
fndsa512,uniform,20,0,16,1,15,44158,0,2943.87,5049123,10047650,12998654,1673094
fndsa512,uniform,20,0,16,2,15,44143,0,2942.87,5059401,9943998,12169444,1658109
fndsa512,uniform,20,0,16,3,15,44188,0,2945.87,4980215,14572858,18414150,1836907
fndsa512,uniform,20,1,2,1,15,12566,0,837.73,2363274,2542898,2895724,1139943
fndsa512,uniform,20,1,2,2,15,12030,0,802.00,2517373,2763591,3128001,1214266
fndsa512,uniform,20,1,2,3,15,12456,0,830.40,2392785,2587417,2884380,1161230
fndsa512,uniform,20,1,4,1,15,24428,0,1628.53,2420098,2775328,3082864,1196028
fndsa512,uniform,20,1,4,2,15,24609,0,1640.60,2423286,2699549,2949434,1192706
fndsa512,uniform,20,1,4,3,15,24590,0,1639.33,2404831,2681489,3024679,1185670
fndsa512,uniform,20,1,16,1,15,42345,0,2823.00,4887278,10789057,13656555,2478453
fndsa512,uniform,20,1,16,2,15,43383,0,2892.20,5005531,10595559,13266666,2544220
fndsa512,uniform,20,1,16,3,15,43826,0,2921.73,4964849,10524756,13151942,2518927
fndsa512,uniform,20,20,2,1,15,1352,0,90.13,21927824,23816757,26555746,1786522
fndsa512,uniform,20,20,2,2,15,1366,0,91.07,21736253,23188948,24970299,1573538
fndsa512,uniform,20,20,2,3,15,1354,0,90.27,21946043,23420850,25664105,1768931
fndsa512,uniform,20,20,4,1,15,2652,0,176.80,22326529,24757870,26961392,2026367
fndsa512,uniform,20,20,4,2,15,2596,0,173.07,22721020,26329633,27862388,2151582
fndsa512,uniform,20,20,4,3,15,2652,0,176.80,22308912,25529968,26999919,2096351
fndsa512,uniform,20,20,16,1,15,11082,0,738.80,21488890,22761598,24351908,1322417
fndsa512,uniform,20,20,16,2,15,11091,0,739.40,21454345,22907277,24463542,1315092
fndsa512,uniform,20,20,16,3,15,10997,0,733.13,21550633,23308147,25475902,1397234
fndsa1024,uniform,1,0,2,1,15,89439,0,5962.60,318197,416775,470417,277970
fndsa1024,uniform,1,0,2,2,15,90703,0,6046.87,315926,415479,471763,275383
fndsa1024,uniform,1,0,2,3,15,90166,0,6011.07,318633,415338,467449,276278
fndsa1024,uniform,1,0,4,1,15,163621,0,10908.07,357266,453220,560514,301604
fndsa1024,uniform,1,0,4,2,15,164422,0,10961.47,354658,437317,507962,297390
fndsa1024,uniform,1,0,4,3,15,155948,0,10396.53,374622,450595,527934,314202
fndsa1024,uniform,1,0,16,1,15,172529,0,11501.93,1325572,2596796,3767084,336190
fndsa1024,uniform,1,0,16,2,15,168803,0,11253.53,1337932,2557783,3702642,349267
fndsa1024,uniform,1,0,16,3,15,175907,0,11727.13,1309322,2577173,3697051,331343
fndsa1024,uniform,1,1,2,1,15,20577,0,1371.80,1440783,1575618,1758921,299423
fndsa1024,uniform,1,1,2,2,15,20141,0,1342.73,1504560,1669583,1886470,311283
fndsa1024,uniform,1,1,2,3,15,20357,0,1357.13,1470609,1613416,1841286,310355
fndsa1024,uniform,1,1,4,1,15,41962,0,2797.47,1426981,1558892,1703177,299963
fndsa1024,uniform,1,1,4,2,15,41803,0,2786.87,1428001,1560191,1691596,299867
fndsa1024,uniform,1,1,4,3,15,41591,0,2772.73,1432348,1559384,1728650,300728
fndsa1024,uniform,1,1,16,1,15,156260,0,10417.33,1459505,1933436,2254027,361520
fndsa1024,uniform,1,1,16,2,15,160606,0,10707.07,1450469,1892010,2113554,351319
fndsa1024,uniform,1,1,16,3,15,154517,0,10301.13,1442409,1904935,2143099,352967
fndsa1024,uniform,1,20,2,1,15,1416,0,94.40,21114906,21817735,23236904,591713
fndsa1024,uniform,1,20,2,2,15,1432,0,95.47,20857450,21582695,22944624,573686
fndsa1024,uniform,1,20,2,3,15,1432,0,95.47,20859888,21511217,23048065,574622
fndsa1024,uniform,1,20,4,1,15,2860,0,190.67,20891959,21720235,22969741,567827
fndsa1024,uniform,1,20,4,2,15,2800,0,186.67,21361018,22050618,23180188,528055
fndsa1024,uniform,1,20,4,3,15,2824,0,188.27,21071919,22155021,22987139,583024
fndsa1024,uniform,1,20,16,1,15,11520,0,768.00,20663147,22043668,23734156,478426
fndsa1024,uniform,1,20,16,2,15,11472,0,764.80,20735845,22291911,24326000,472904
fndsa1024,uniform,1,20,16,3,15,11488,0,765.87,20744174,22049129,24264360,466755
fndsa1024,uniform,20,0,2,1,15,12714,0,847.60,2362764,2545964,2640559,2194734
fndsa1024,uniform,20,0,2,2,15,12717,0,847.80,2366212,2564730,2719690,2200923
fndsa1024,uniform,20,0,2,3,15,12350,0,823.33,2457468,2670492,2791303,2274711
fndsa1024,uniform,20,0,4,1,15,24695,0,1646.33,2407236,2637418,2870983,2224085
fndsa1024,uniform,20,0,4,2,15,23219,0,1547.93,2507212,2842831,3083481,2325529
fndsa1024,uniform,20,0,4,3,15,23486,0,1565.73,2536991,2760070,2956319,2346764
fndsa1024,uniform,20,0,16,1,15,22955,0,1530.33,8956037,21100416,25412327,4383554
fndsa1024,uniform,20,0,16,2,15,23756,0,1583.73,10026732,17089184,20490906,4085664
fndsa1024,uniform,20,0,16,3,15,23266,0,1551.07,9578278,19553897,24065079,4237364
fndsa1024,uniform,20,1,2,1,15,8635,0,575.67,3470004,3752271,3978327,2191080
fndsa1024,uniform,20,1,2,2,15,8528,0,568.53,3481689,3737339,3930811,2190031
fndsa1024,uniform,20,1,2,3,15,8561,0,570.73,3492431,3733003,3911148,2202826
fndsa1024,uniform,20,1,4,1,15,16498,0,1099.87,3631813,3917502,4087786,2256207
fndsa1024,uniform,20,1,4,2,15,16546,0,1103.07,3624800,3956259,4246646,2258848
fndsa1024,uniform,20,1,4,3,15,16307,0,1087.13,3633522,3973085,4313440,2269866
fndsa1024,uniform,20,1,16,1,15,23506,0,1567.07,9417624,18757510,22057231,5173431
fndsa1024,uniform,20,1,16,2,15,23460,0,1564.00,10107238,17297827,20961354,5104346
fndsa1024,uniform,20,1,16,3,15,23636,0,1575.73,10370509,16503172,19784186,5059924
fndsa1024,uniform,20,20,2,1,15,1266,0,84.40,23575127,25466651,27642926,2854087
fndsa1024,uniform,20,20,2,2,15,1262,0,84.13,23561345,26086805,27750758,2970788
fndsa1024,uniform,20,20,2,3,15,1260,0,84.00,23560485,25859168,27456513,2951954
fndsa1024,uniform,20,20,4,1,15,2492,0,166.13,23674271,27338427,28749158,3209527
fndsa1024,uniform,20,20,4,2,15,2468,0,164.53,23865573,28140201,29852811,3253070
fndsa1024,uniform,20,20,4,3,15,2476,0,165.07,23550085,27995214,29146769,3314264
fndsa1024,uniform,20,20,16,1,15,10433,0,695.53,22859728,24062105,25887803,2439434
fndsa1024,uniform,20,20,16,2,15,10510,0,700.67,22697572,23782813,25984586,2370605
fndsa1024,uniform,20,20,16,3,15,10458,0,697.20,22768613,24341694,26459718,2415171
slhdsa128f,uniform,1,0,2,1,15,13384,0,892.27,2231131,2388534,2490516,2085618
slhdsa128f,uniform,1,0,2,2,15,13318,0,887.87,2252812,2409891,2494172,2104705
slhdsa128f,uniform,1,0,2,3,15,13271,0,884.73,2261507,2473057,2742536,2115984
slhdsa128f,uniform,1,0,4,1,15,24944,0,1662.93,2313259,2598910,2750209,2173319
slhdsa128f,uniform,1,0,4,2,15,23716,0,1581.07,2523648,2728717,3054400,2353871
slhdsa128f,uniform,1,0,4,3,15,23676,0,1578.40,2517029,2709529,2915965,2344592
slhdsa128f,uniform,1,0,16,1,15,23489,0,1565.93,9362687,19542263,25151725,4316154
slhdsa128f,uniform,1,0,16,2,15,23763,0,1584.20,8541813,20430898,24496265,4206929
slhdsa128f,uniform,1,0,16,3,15,24247,0,1616.47,9615052,16952785,21728225,4052415
slhdsa128f,uniform,1,1,2,1,15,8811,0,587.40,3405084,3600155,3755443,2127069
slhdsa128f,uniform,1,1,2,2,15,8843,0,589.53,3379076,3606925,3851392,2106335
slhdsa128f,uniform,1,1,2,3,15,8838,0,589.20,3384987,3581030,3846174,2102265
slhdsa128f,uniform,1,1,4,1,15,17183,0,1145.53,3472295,3715283,3961640,2135206
slhdsa128f,uniform,1,1,4,2,15,17182,0,1145.47,3474028,3729212,3951706,2136572
slhdsa128f,uniform,1,1,4,3,15,16716,0,1114.40,3571432,3981742,4863063,2283905
slhdsa128f,uniform,1,1,16,1,15,23740,0,1582.67,10184032,16403311,19875826,4967470
slhdsa128f,uniform,1,1,16,2,15,23830,0,1588.67,9692574,17488383,21257613,4961521
slhdsa128f,uniform,1,1,16,3,15,23880,0,1592.00,9250243,18597109,21991398,5055394
slhdsa128f,uniform,1,20,2,1,15,1262,0,84.13,23529130,25793808,27734447,2919273
slhdsa128f,uniform,1,20,2,2,15,1272,0,84.80,23341832,25089466,27461793,2750497
slhdsa128f,uniform,1,20,2,3,15,1270,0,84.67,23366362,25396249,27709150,2839319
slhdsa128f,uniform,1,20,4,1,15,2496,0,166.40,23560323,27100277,29038991,3025419
slhdsa128f,uniform,1,20,4,2,15,2496,0,166.40,23619157,26956794,28668981,3076363
slhdsa128f,uniform,1,20,4,3,15,2464,0,164.27,23907018,27879135,29826330,3311665
slhdsa128f,uniform,1,20,16,1,15,10563,0,704.20,22561473,23824698,25548911,2264742
slhdsa128f,uniform,1,20,16,2,15,10538,0,702.53,22582208,24205147,25868725,2283530
slhdsa128f,uniform,1,20,16,3,15,10509,0,700.60,22608142,24363039,26693657,2323581
slhdsa128f,uniform,20,0,2,1,15,1875,0,125.00,15974772,16551085,16874548,15203641
slhdsa128f,uniform,20,0,2,2,15,1849,0,123.27,16103674,16988764,20319202,15394413
slhdsa128f,uniform,20,0,2,3,15,1860,0,124.00,16100101,16622878,16947946,15275027
slhdsa128f,uniform,20,0,4,1,15,3441,0,229.40,17308363,18994107,23766987,16697914
slhdsa128f,uniform,20,0,4,2,15,3365,0,224.33,17585053,18925961,25061513,17080256
slhdsa128f,uniform,20,0,4,3,15,3262,0,217.47,17970957,21684324,27540657,17656136
slhdsa128f,uniform,20,0,16,1,15,3322,0,221.47,71052960,95993200,113044418,65285934
slhdsa128f,uniform,20,0,16,2,15,3301,0,220.07,70994769,100130121,114900625,65238271
slhdsa128f,uniform,20,0,16,3,15,3237,0,215.80,71330314,105740748,118458274,67093626
slhdsa128f,uniform,20,1,2,1,15,1746,0,116.40,17167371,17751004,18043260,15160919
slhdsa128f,uniform,20,1,2,2,15,1744,0,116.27,17156814,17773115,18186995,15228658
slhdsa128f,uniform,20,1,2,3,15,1713,0,114.20,17384997,18487651,20344397,15622018
slhdsa128f,uniform,20,1,4,1,15,3246,0,216.40,18380672,19614357,22333774,16366707
slhdsa128f,uniform,20,1,4,2,15,3157,0,210.47,18765773,20044476,24124777,16808791
slhdsa128f,uniform,20,1,4,3,15,3115,0,207.67,19040839,20967997,25789755,16985041
slhdsa128f,uniform,20,1,16,1,15,3276,0,218.40,71496176,100453456,115336599,64634180
slhdsa128f,uniform,20,1,16,2,15,3014,0,200.93,77505357,104944064,118025173,71379723
slhdsa128f,uniform,20,1,16,3,15,3174,0,211.60,72613844,106906701,118967658,66809545
slhdsa128f,uniform,20,20,2,1,15,804,0,53.60,37118937,38672152,41162728,15520360
slhdsa128f,uniform,20,20,2,2,15,806,0,53.73,37153385,38476739,39783628,15513603
slhdsa128f,uniform,20,20,2,3,15,808,0,53.87,37006298,38469257,40811454,15506566
slhdsa128f,uniform,20,20,4,1,15,1314,0,87.60,37125876,57580738,59411717,15308147
slhdsa128f,uniform,20,20,4,2,15,1487,0,99.13,36928048,57059893,58085337,15343369
slhdsa128f,uniform,20,20,4,3,15,1342,0,89.47,36893566,57750070,58753095,15262795
slhdsa128f,uniform,20,20,16,1,15,3447,0,229.80,66791282,106644269,133185386,33938693
slhdsa128f,uniform,20,20,16,2,15,3259,0,217.27,71522997,110898017,137558869,34966988
slhdsa128f,uniform,20,20,16,3,15,3292,0,219.47,69971066,112136123,140053258,40033682
hyb-ed-fndsa512,hybrid,1,0,2,1,15,90974,0,6064.93,314307,419622,481430,275767
hyb-ed-fndsa512,hybrid,1,0,2,2,15,90396,0,6026.40,315490,425235,485475,277063
hyb-ed-fndsa512,hybrid,1,0,2,3,15,91302,0,6086.80,312172,424205,486550,275170
hyb-ed-fndsa512,hybrid,1,0,4,1,15,160637,0,10709.13,363783,446015,515273,305214
hyb-ed-fndsa512,hybrid,1,0,4,2,15,153796,0,10253.07,381282,459689,544767,321037
hyb-ed-fndsa512,hybrid,1,0,4,3,15,154403,0,10293.53,379636,457475,534674,319527
hyb-ed-fndsa512,hybrid,1,0,16,1,15,175347,0,11689.80,1308047,2331862,3444584,336342
hyb-ed-fndsa512,hybrid,1,0,16,2,15,170111,0,11340.73,1315095,2399861,3521508,340253
hyb-ed-fndsa512,hybrid,1,0,16,3,15,174819,0,11654.60,1310910,2226109,2968454,334740
hyb-ed-fndsa512,hybrid,1,1,2,1,15,20021,0,1334.73,1484414,1624343,1834653,304588
hyb-ed-fndsa512,hybrid,1,1,2,2,15,20256,0,1350.40,1461017,1606918,1856931,303553
hyb-ed-fndsa512,hybrid,1,1,2,3,15,20140,0,1342.67,1469091,1610572,1823834,307299
hyb-ed-fndsa512,hybrid,1,1,4,1,15,40578,0,2705.20,1463579,1594903,1778250,306994
hyb-ed-fndsa512,hybrid,1,1,4,2,15,40323,0,2688.20,1474411,1609762,1774293,308437
hyb-ed-fndsa512,hybrid,1,1,4,3,15,40545,0,2703.00,1482902,1613091,1744001,306549
hyb-ed-fndsa512,hybrid,1,1,16,1,15,158619,0,10574.60,1437796,1858188,2080788,345551
hyb-ed-fndsa512,hybrid,1,1,16,2,15,159133,0,10608.87,1439348,1858550,2075056,346444
hyb-ed-fndsa512,hybrid,1,1,16,3,15,152435,0,10162.33,1496633,1971281,2200535,387612
hyb-ed-fndsa512,hybrid,1,20,2,1,15,1416,0,94.40,21074325,21794785,23325022,565561
hyb-ed-fndsa512,hybrid,1,20,2,2,15,1412,0,94.13,21130705,21903835,23372107,591552
hyb-ed-fndsa512,hybrid,1,20,2,3,15,1416,0,94.40,21133718,21743156,22619648,580222
