profile,n,rep,ns
hybrid-ed-mldsa44,10,0,888371
hybrid-ed-mldsa44,10,1,898446
hybrid-ed-mldsa44,10,2,891667
hybrid-ed-mldsa44,10,3,916530
hybrid-ed-mldsa44,10,4,898246
hybrid-ed-mldsa44,10,5,885540
hybrid-ed-mldsa44,10,6,902639
hybrid-ed-mldsa44,10,7,891214
hybrid-ed-mldsa44,10,8,901515
hybrid-ed-mldsa44,10,9,912469
hybrid-ed-mldsa44,10,10,906772
hybrid-ed-mldsa44,10,11,921426
hybrid-ed-mldsa44,10,12,907002
hybrid-ed-mldsa44,10,13,914029
hybrid-ed-mldsa44,10,14,883666
hybrid-ed-mldsa44,10,15,897931
hybrid-ed-mldsa44,10,16,900124
hybrid-ed-mldsa44,10,17,917195
hybrid-ed-mldsa44,10,18,895610
hybrid-ed-mldsa44,10,19,898487
hybrid-ed-mldsa44,10,20,911260
hybrid-ed-mldsa44,10,21,892613
hybrid-ed-mldsa44,10,22,890137
hybrid-ed-mldsa44,10,23,877148
hybrid-ed-mldsa44,10,24,907876
hybrid-ed-mldsa44,10,25,897603
hybrid-ed-mldsa44,10,26,892736
hybrid-ed-mldsa44,10,27,892404
hybrid-ed-mldsa44,10,28,890627
hybrid-ed-mldsa44,10,29,893404
hybrid-ed-mldsa44,10,30,883279
hybrid-ed-mldsa44,10,31,894030
hybrid-ed-mldsa44,10,32,880357
hybrid-ed-mldsa44,10,33,901899
hybrid-ed-mldsa44,10,34,887507
hybrid-ed-mldsa44,10,35,892922
hybrid-ed-mldsa44,10,36,888377
hybrid-ed-mldsa44,10,37,905618
hybrid-ed-mldsa44,10,38,901307
hybrid-ed-mldsa44,10,39,883732
hybrid-ed-mldsa44,10,40,879796
hybrid-ed-mldsa44,10,41,871545
hybrid-ed-mldsa44,10,42,877847
hybrid-ed-mldsa44,10,43,875530
hybrid-ed-mldsa44,10,44,878707
hybrid-ed-mldsa44,10,45,887135
hybrid-ed-mldsa44,10,46,868975
hybrid-ed-mldsa44,10,47,885169
hybrid-ed-mldsa44,10,48,865262
hybrid-ed-mldsa44,10,49,872713
hybrid-ed-mldsa44,10,50,865744
hybrid-ed-mldsa44,20,0,1626382
hybrid-ed-mldsa44,20,1,1671941
hybrid-ed-mldsa44,20,2,1686598
hybrid-ed-mldsa44,20,3,1616481
hybrid-ed-mldsa44,20,4,1617978
hybrid-ed-mldsa44,20,5,1647347
hybrid-ed-mldsa44,20,6,1643680
hybrid-ed-mldsa44,20,7,1649751
hybrid-ed-mldsa44,20,8,1650258
hybrid-ed-mldsa44,20,9,1661527
hybrid-ed-mldsa44,20,10,1647662
hybrid-ed-mldsa44,20,11,1620768
hybrid-ed-mldsa44,20,12,1652737
hybrid-ed-mldsa44,20,13,1657139
hybrid-ed-mldsa44,20,14,1659413
hybrid-ed-mldsa44,20,15,1636462
hybrid-ed-mldsa44,20,16,1666313
hybrid-ed-mldsa44,20,17,1664252
hybrid-ed-mldsa44,20,18,1646099
hybrid-ed-mldsa44,20,19,1641667
hybrid-ed-mldsa44,20,20,1673571
hybrid-ed-mldsa44,20,21,1639378
hybrid-ed-mldsa44,20,22,1644353
hybrid-ed-mldsa44,20,23,1762345
hybrid-ed-mldsa44,20,24,1740191
hybrid-ed-mldsa44,20,25,1705990
hybrid-ed-mldsa44,20,26,1667768
hybrid-ed-mldsa44,20,27,1653668
hybrid-ed-mldsa44,20,28,1650202
hybrid-ed-mldsa44,20,29,1700909
hybrid-ed-mldsa44,20,30,1642111
hybrid-ed-mldsa44,20,31,1658991
hybrid-ed-mldsa44,20,32,1644780
hybrid-ed-mldsa44,20,33,1652221
hybrid-ed-mldsa44,20,34,1726854
hybrid-ed-mldsa44,20,35,1707244
hybrid-ed-mldsa44,20,36,1722357
hybrid-ed-mldsa44,20,37,1717011
hybrid-ed-mldsa44,20,38,1708241
hybrid-ed-mldsa44,20,39,1719560
hybrid-ed-mldsa44,20,40,1661048
hybrid-ed-mldsa44,20,41,1650467
hybrid-ed-mldsa44,20,42,1660195
hybrid-ed-mldsa44,20,43,1648703
hybrid-ed-mldsa44,20,44,1643758
hybrid-ed-mldsa44,20,45,1832233
hybrid-ed-mldsa44,20,46,1721361
hybrid-ed-mldsa44,20,47,1666288
hybrid-ed-mldsa44,20,48,1664192
hybrid-ed-mldsa44,20,49,1654392
hybrid-ed-mldsa44,20,50,1663688
hybrid-ed-fndsa512,0,0,143198
hybrid-ed-fndsa512,0,1,139508
hybrid-ed-fndsa512,0,2,139640
hybrid-ed-fndsa512,0,3,143207
hybrid-ed-fndsa512,0,4,138735
hybrid-ed-fndsa512,0,5,139592
hybrid-ed-fndsa512,0,6,153742
hybrid-ed-fndsa512,0,7,167288
hybrid-ed-fndsa512,0,8,147933
hybrid-ed-fndsa512,0,9,140853
hybrid-ed-fndsa512,0,10,141727
hybrid-ed-fndsa512,0,11,140635
hybrid-ed-fndsa512,0,12,140849
hybrid-ed-fndsa512,0,13,139661
hybrid-ed-fndsa512,0,14,139186
hybrid-ed-fndsa512,0,15,139458
hybrid-ed-fndsa512,0,16,139389
hybrid-ed-fndsa512,0,17,138413
hybrid-ed-fndsa512,0,18,139028
hybrid-ed-fndsa512,0,19,139249
hybrid-ed-fndsa512,0,20,139582
hybrid-ed-fndsa512,0,21,152189
hybrid-ed-fndsa512,0,22,141378
hybrid-ed-fndsa512,0,23,161724
hybrid-ed-fndsa512,0,24,159509
hybrid-ed-fndsa512,0,25,142416
hybrid-ed-fndsa512,0,26,139984
hybrid-ed-fndsa512,0,27,139571
hybrid-ed-fndsa512,0,28,138766
hybrid-ed-fndsa512,0,29,138976
hybrid-ed-fndsa512,0,30,139098
hybrid-ed-fndsa512,0,31,140248
hybrid-ed-fndsa512,0,32,138894
hybrid-ed-fndsa512,0,33,139093
hybrid-ed-fndsa512,0,34,148587
hybrid-ed-fndsa512,0,35,142258
hybrid-ed-fndsa512,0,36,151031
hybrid-ed-fndsa512,0,37,139811
hybrid-ed-fndsa512,0,38,138844
hybrid-ed-fndsa512,0,39,139188
hybrid-ed-fndsa512,0,40,138850
hybrid-ed-fndsa512,0,41,138943
hybrid-ed-fndsa512,0,42,140522
hybrid-ed-fndsa512,0,43,138985
hybrid-ed-fndsa512,0,44,140617
hybrid-ed-fndsa512,0,45,139657
hybrid-ed-fndsa512,0,46,138722
hybrid-ed-fndsa512,0,47,138919
hybrid-ed-fndsa512,0,48,140716
hybrid-ed-fndsa512,0,49,139126
hybrid-ed-fndsa512,0,50,139454
hybrid-ed-fndsa512,1,0,211754
hybrid-ed-fndsa512,1,1,223221
hybrid-ed-fndsa512,1,2,213774
hybrid-ed-fndsa512,1,3,220324
hybrid-ed-fndsa512,1,4,213757
hybrid-ed-fndsa512,1,5,218927
hybrid-ed-fndsa512,1,6,218028
hybrid-ed-fndsa512,1,7,212916
hybrid-ed-fndsa512,1,8,231273
hybrid-ed-fndsa512,1,9,215197
hybrid-ed-fndsa512,1,10,210475
hybrid-ed-fndsa512,1,11,222075
hybrid-ed-fndsa512,1,12,213472
hybrid-ed-fndsa512,1,13,211907
hybrid-ed-fndsa512,1,14,211524
hybrid-ed-fndsa512,1,15,211846
hybrid-ed-fndsa512,1,16,213282
hybrid-ed-fndsa512,1,17,211463
hybrid-ed-fndsa512,1,18,212731
hybrid-ed-fndsa512,1,19,212641
hybrid-ed-fndsa512,1,20,222341
hybrid-ed-fndsa512,1,21,218657
hybrid-ed-fndsa512,1,22,212771
hybrid-ed-fndsa512,1,23,211499
hybrid-ed-fndsa512,1,24,212483
hybrid-ed-fndsa512,1,25,213858
hybrid-ed-fndsa512,1,26,226605
hybrid-ed-fndsa512,1,27,215858
hybrid-ed-fndsa512,1,28,212182
hybrid-ed-fndsa512,1,29,211775
hybrid-ed-fndsa512,1,30,221648
hybrid-ed-fndsa512,1,31,213168
hybrid-ed-fndsa512,1,32,211993
hybrid-ed-fndsa512,1,33,214275
hybrid-ed-fndsa512,1,34,211945
hybrid-ed-fndsa512,1,35,213414
hybrid-ed-fndsa512,1,36,211187
hybrid-ed-fndsa512,1,37,211114
hybrid-ed-fndsa512,1,38,213015
hybrid-ed-fndsa512,1,39,212639
hybrid-ed-fndsa512,1,40,241818
hybrid-ed-fndsa512,1,41,231057
hybrid-ed-fndsa512,1,42,213059
hybrid-ed-fndsa512,1,43,216437
hybrid-ed-fndsa512,1,44,225829
hybrid-ed-fndsa512,1,45,223235
hybrid-ed-fndsa512,1,46,228208
hybrid-ed-fndsa512,1,47,272112
hybrid-ed-fndsa512,1,48,233787
hybrid-ed-fndsa512,1,49,239893
hybrid-ed-fndsa512,1,50,222214
hybrid-ed-fndsa512,2,0,287582
hybrid-ed-fndsa512,2,1,286966
hybrid-ed-fndsa512,2,2,287197
hybrid-ed-fndsa512,2,3,288414
hybrid-ed-fndsa512,2,4,297749
hybrid-ed-fndsa512,2,5,295885
hybrid-ed-fndsa512,2,6,287707
hybrid-ed-fndsa512,2,7,286630
hybrid-ed-fndsa512,2,8,288112
hybrid-ed-fndsa512,2,9,287811
hybrid-ed-fndsa512,2,10,287729
hybrid-ed-fndsa512,2,11,297733
hybrid-ed-fndsa512,2,12,298963
hybrid-ed-fndsa512,2,13,288584
hybrid-ed-fndsa512,2,14,287961
hybrid-ed-fndsa512,2,15,286271
hybrid-ed-fndsa512,2,16,288328
hybrid-ed-fndsa512,2,17,286495
hybrid-ed-fndsa512,2,18,292561
hybrid-ed-fndsa512,2,19,298971
hybrid-ed-fndsa512,2,20,288616
hybrid-ed-fndsa512,2,21,285521
hybrid-ed-fndsa512,2,22,283975
hybrid-ed-fndsa512,2,23,285033
hybrid-ed-fndsa512,2,24,284536
hybrid-ed-fndsa512,2,25,286335
hybrid-ed-fndsa512,2,26,285693
hybrid-ed-fndsa512,2,27,306338
hybrid-ed-fndsa512,2,28,288750
hybrid-ed-fndsa512,2,29,286026
hybrid-ed-fndsa512,2,30,286683
hybrid-ed-fndsa512,2,31,288126
hybrid-ed-fndsa512,2,32,290054
hybrid-ed-fndsa512,2,33,299123
hybrid-ed-fndsa512,2,34,288427
hybrid-ed-fndsa512,2,35,286519
hybrid-ed-fndsa512,2,36,285576
hybrid-ed-fndsa512,2,37,286127
hybrid-ed-fndsa512,2,38,293899
hybrid-ed-fndsa512,2,39,285512
hybrid-ed-fndsa512,2,40,287182
hybrid-ed-fndsa512,2,41,295366
hybrid-ed-fndsa512,2,42,285944
hybrid-ed-fndsa512,2,43,285373
hybrid-ed-fndsa512,2,44,317038
hybrid-ed-fndsa512,2,45,289399
hybrid-ed-fndsa512,2,46,295170
hybrid-ed-fndsa512,2,47,285834
hybrid-ed-fndsa512,2,48,296648
hybrid-ed-fndsa512,2,49,303846
hybrid-ed-fndsa512,2,50,307602
hybrid-ed-fndsa512,5,0,521848
hybrid-ed-fndsa512,5,1,518656
hybrid-ed-fndsa512,5,2,518459
hybrid-ed-fndsa512,5,3,525025
hybrid-ed-fndsa512,5,4,532086
hybrid-ed-fndsa512,5,5,526559
hybrid-ed-fndsa512,5,6,525508
hybrid-ed-fndsa512,5,7,535754
hybrid-ed-fndsa512,5,8,519603
hybrid-ed-fndsa512,5,9,522263
hybrid-ed-fndsa512,5,10,517622
hybrid-ed-fndsa512,5,11,538136
hybrid-ed-fndsa512,5,12,536843
hybrid-ed-fndsa512,5,13,551799
hybrid-ed-fndsa512,5,14,521182
hybrid-ed-fndsa512,5,15,534443
hybrid-ed-fndsa512,5,16,517876
hybrid-ed-fndsa512,5,17,518889
hybrid-ed-fndsa512,5,18,531425
hybrid-ed-fndsa512,5,19,521641
hybrid-ed-fndsa512,5,20,519352
hybrid-ed-fndsa512,5,21,544024
hybrid-ed-fndsa512,5,22,538743
hybrid-ed-fndsa512,5,23,525624
hybrid-ed-fndsa512,5,24,516787
hybrid-ed-fndsa512,5,25,517747
hybrid-ed-fndsa512,5,26,528461
hybrid-ed-fndsa512,5,27,518621
hybrid-ed-fndsa512,5,28,523846
hybrid-ed-fndsa512,5,29,536721
hybrid-ed-fndsa512,5,30,531558
hybrid-ed-fndsa512,5,31,529123
hybrid-ed-fndsa512,5,32,524814
hybrid-ed-fndsa512,5,33,607146
hybrid-ed-fndsa512,5,34,549265
hybrid-ed-fndsa512,5,35,551497
hybrid-ed-fndsa512,5,36,528699
hybrid-ed-fndsa512,5,37,615921
hybrid-ed-fndsa512,5,38,529570
hybrid-ed-fndsa512,5,39,523556
hybrid-ed-fndsa512,5,40,545419
hybrid-ed-fndsa512,5,41,526757
hybrid-ed-fndsa512,5,42,525522
hybrid-ed-fndsa512,5,43,533186
hybrid-ed-fndsa512,5,44,535409
hybrid-ed-fndsa512,5,45,542696
hybrid-ed-fndsa512,5,46,559392
hybrid-ed-fndsa512,5,47,540257
hybrid-ed-fndsa512,5,48,565290
hybrid-ed-fndsa512,5,49,532851
hybrid-ed-fndsa512,5,50,532244
hybrid-ed-fndsa512,10,0,917385
hybrid-ed-fndsa512,10,1,905763
hybrid-ed-fndsa512,10,2,927836
hybrid-ed-fndsa512,10,3,932148
hybrid-ed-fndsa512,10,4,920978
hybrid-ed-fndsa512,10,5,906751
hybrid-ed-fndsa512,10,6,915615
hybrid-ed-fndsa512,10,7,907135
hybrid-ed-fndsa512,10,8,919365
hybrid-ed-fndsa512,10,9,921222
hybrid-ed-fndsa512,10,10,904397
hybrid-ed-fndsa512,10,11,919885
hybrid-ed-fndsa512,10,12,905663
hybrid-ed-fndsa512,10,13,931181
hybrid-ed-fndsa512,10,14,934581
hybrid-ed-fndsa512,10,15,918394
hybrid-ed-fndsa512,10,16,925598
hybrid-ed-fndsa512,10,17,912296
hybrid-ed-fndsa512,10,18,916954
hybrid-ed-fndsa512,10,19,906793
hybrid-ed-fndsa512,10,20,928424
hybrid-ed-fndsa512,10,21,908008
hybrid-ed-fndsa512,10,22,913241
hybrid-ed-fndsa512,10,23,906606
hybrid-ed-fndsa512,10,24,920992
hybrid-ed-fndsa512,10,25,914385
hybrid-ed-fndsa512,10,26,913016
hybrid-ed-fndsa512,10,27,905130
hybrid-ed-fndsa512,10,28,912771
hybrid-ed-fndsa512,10,29,930408
hybrid-ed-fndsa512,10,30,911822
hybrid-ed-fndsa512,10,31,917554
hybrid-ed-fndsa512,10,32,903706
hybrid-ed-fndsa512,10,33,916964
hybrid-ed-fndsa512,10,34,902043
hybrid-ed-fndsa512,10,35,923183
hybrid-ed-fndsa512,10,36,924800
hybrid-ed-fndsa512,10,37,931648
hybrid-ed-fndsa512,10,38,908095
hybrid-ed-fndsa512,10,39,905699
hybrid-ed-fndsa512,10,40,924978
hybrid-ed-fndsa512,10,41,923122
hybrid-ed-fndsa512,10,42,924944
hybrid-ed-fndsa512,10,43,910131
hybrid-ed-fndsa512,10,44,919247
hybrid-ed-fndsa512,10,45,901251
hybrid-ed-fndsa512,10,46,919028
hybrid-ed-fndsa512,10,47,921721
hybrid-ed-fndsa512,10,48,949603
hybrid-ed-fndsa512,10,49,910263
hybrid-ed-fndsa512,10,50,904705
hybrid-ed-fndsa512,20,0,1702908
hybrid-ed-fndsa512,20,1,1704569
hybrid-ed-fndsa512,20,2,1723724
hybrid-ed-fndsa512,20,3,1735832
hybrid-ed-fndsa512,20,4,1743024
hybrid-ed-fndsa512,20,5,1854947
hybrid-ed-fndsa512,20,6,1874965
hybrid-ed-fndsa512,20,7,1754585
hybrid-ed-fndsa512,20,8,1805222
hybrid-ed-fndsa512,20,9,1721882
hybrid-ed-fndsa512,20,10,1786192
hybrid-ed-fndsa512,20,11,1756768
hybrid-ed-fndsa512,20,12,1746887
hybrid-ed-fndsa512,20,13,1745415
hybrid-ed-fndsa512,20,14,1707991
hybrid-ed-fndsa512,20,15,1885280
hybrid-ed-fndsa512,20,16,1827801
hybrid-ed-fndsa512,20,17,1818872
hybrid-ed-fndsa512,20,18,1752620
hybrid-ed-fndsa512,20,19,1790708
hybrid-ed-fndsa512,20,20,1756914
hybrid-ed-fndsa512,20,21,1777330
hybrid-ed-fndsa512,20,22,1779190
hybrid-ed-fndsa512,20,23,1751415
hybrid-ed-fndsa512,20,24,1768763
hybrid-ed-fndsa512,20,25,1917060
hybrid-ed-fndsa512,20,26,1970550
hybrid-ed-fndsa512,20,27,1833355
hybrid-ed-fndsa512,20,28,1839836
hybrid-ed-fndsa512,20,29,1801120
hybrid-ed-fndsa512,20,30,1771269
hybrid-ed-fndsa512,20,31,1756995
hybrid-ed-fndsa512,20,32,1734260
hybrid-ed-fndsa512,20,33,1752622
hybrid-ed-fndsa512,20,34,1748325
hybrid-ed-fndsa512,20,35,1802063
hybrid-ed-fndsa512,20,36,1903280
hybrid-ed-fndsa512,20,37,1773485
hybrid-ed-fndsa512,20,38,1747013
hybrid-ed-fndsa512,20,39,1763732
hybrid-ed-fndsa512,20,40,1769831
hybrid-ed-fndsa512,20,41,1748661
hybrid-ed-fndsa512,20,42,1736852
hybrid-ed-fndsa512,20,43,1725812
hybrid-ed-fndsa512,20,44,1753561
hybrid-ed-fndsa512,20,45,1837834
hybrid-ed-fndsa512,20,46,1792821
hybrid-ed-fndsa512,20,47,1738121
hybrid-ed-fndsa512,20,48,1754239
hybrid-ed-fndsa512,20,49,1734223
hybrid-ed-fndsa512,20,50,1742275
mixed-mldsa87-root-fn,0,0,140878
mixed-mldsa87-root-fn,0,1,130772
mixed-mldsa87-root-fn,0,2,132821
mixed-mldsa87-root-fn,0,3,129409
mixed-mldsa87-root-fn,0,4,130096
mixed-mldsa87-root-fn,0,5,137602
mixed-mldsa87-root-fn,0,6,129668
mixed-mldsa87-root-fn,0,7,128733
mixed-mldsa87-root-fn,0,8,130096
mixed-mldsa87-root-fn,0,9,129302
mixed-mldsa87-root-fn,0,10,128397
mixed-mldsa87-root-fn,0,11,129277
mixed-mldsa87-root-fn,0,12,128475
mixed-mldsa87-root-fn,0,13,129105
mixed-mldsa87-root-fn,0,14,129166
mixed-mldsa87-root-fn,0,15,128231
mixed-mldsa87-root-fn,0,16,133369
mixed-mldsa87-root-fn,0,17,129761
mixed-mldsa87-root-fn,0,18,129748
mixed-mldsa87-root-fn,0,19,130117
mixed-mldsa87-root-fn,0,20,131037
mixed-mldsa87-root-fn,0,21,133132
mixed-mldsa87-root-fn,0,22,137384
mixed-mldsa87-root-fn,0,23,131096
mixed-mldsa87-root-fn,0,24,129853
mixed-mldsa87-root-fn,0,25,132207
mixed-mldsa87-root-fn,0,26,131974
mixed-mldsa87-root-fn,0,27,133472
mixed-mldsa87-root-fn,0,28,136929
mixed-mldsa87-root-fn,0,29,132030
mixed-mldsa87-root-fn,0,30,131211
mixed-mldsa87-root-fn,0,31,129313
mixed-mldsa87-root-fn,0,32,132579
mixed-mldsa87-root-fn,0,33,131302
mixed-mldsa87-root-fn,0,34,131680
mixed-mldsa87-root-fn,0,35,129898
mixed-mldsa87-root-fn,0,36,132249
mixed-mldsa87-root-fn,0,37,130133
mixed-mldsa87-root-fn,0,38,137963
mixed-mldsa87-root-fn,0,39,131256
mixed-mldsa87-root-fn,0,40,133391
mixed-mldsa87-root-fn,0,41,132465
mixed-mldsa87-root-fn,0,42,130476
mixed-mldsa87-root-fn,0,43,132690
mixed-mldsa87-root-fn,0,44,132346
mixed-mldsa87-root-fn,0,45,132011
mixed-mldsa87-root-fn,0,46,136265
mixed-mldsa87-root-fn,0,47,134089
mixed-mldsa87-root-fn,0,48,134270
mixed-mldsa87-root-fn,0,49,134497
mixed-mldsa87-root-fn,0,50,135415
mixed-mldsa87-root-fn,1,0,175910
mixed-mldsa87-root-fn,1,1,185418
mixed-mldsa87-root-fn,1,2,176824
mixed-mldsa87-root-fn,1,3,176330
mixed-mldsa87-root-fn,1,4,175778
mixed-mldsa87-root-fn,1,5,173596
mixed-mldsa87-root-fn,1,6,177402
mixed-mldsa87-root-fn,1,7,177307
mixed-mldsa87-root-fn,1,8,175644
mixed-mldsa87-root-fn,1,9,174169
mixed-mldsa87-root-fn,1,10,178398
mixed-mldsa87-root-fn,1,11,174581
mixed-mldsa87-root-fn,1,12,184803
mixed-mldsa87-root-fn,1,13,178207
mixed-mldsa87-root-fn,1,14,175134
mixed-mldsa87-root-fn,1,15,178281
mixed-mldsa87-root-fn,1,16,180063
mixed-mldsa87-root-fn,1,17,175848
mixed-mldsa87-root-fn,1,18,176552
mixed-mldsa87-root-fn,1,19,176692
mixed-mldsa87-root-fn,1,20,179946
mixed-mldsa87-root-fn,1,21,174506
mixed-mldsa87-root-fn,1,22,181933
mixed-mldsa87-root-fn,1,23,177562
mixed-mldsa87-root-fn,1,24,179323
mixed-mldsa87-root-fn,1,25,178039
mixed-mldsa87-root-fn,1,26,179208
mixed-mldsa87-root-fn,1,27,175623
mixed-mldsa87-root-fn,1,28,177569
mixed-mldsa87-root-fn,1,29,176869
mixed-mldsa87-root-fn,1,30,175789
mixed-mldsa87-root-fn,1,31,174818
mixed-mldsa87-root-fn,1,32,177614
mixed-mldsa87-root-fn,1,33,173988
mixed-mldsa87-root-fn,1,34,182404
mixed-mldsa87-root-fn,1,35,181006
mixed-mldsa87-root-fn,1,36,175140
mixed-mldsa87-root-fn,1,37,176677
mixed-mldsa87-root-fn,1,38,174911
mixed-mldsa87-root-fn,1,39,174681
mixed-mldsa87-root-fn,1,40,175367
mixed-mldsa87-root-fn,1,41,176239
mixed-mldsa87-root-fn,1,42,177092
mixed-mldsa87-root-fn,1,43,181491
mixed-mldsa87-root-fn,1,44,178658
mixed-mldsa87-root-fn,1,45,184088
mixed-mldsa87-root-fn,1,46,177744
mixed-mldsa87-root-fn,1,47,179743
mixed-mldsa87-root-fn,1,48,175842
mixed-mldsa87-root-fn,1,49,178178
mixed-mldsa87-root-fn,1,50,175907
mixed-mldsa87-root-fn,2,0,208650
mixed-mldsa87-root-fn,2,1,208059
mixed-mldsa87-root-fn,2,2,216257
mixed-mldsa87-root-fn,2,3,212835
mixed-mldsa87-root-fn,2,4,209862
mixed-mldsa87-root-fn,2,5,212213
mixed-mldsa87-root-fn,2,6,209952
mixed-mldsa87-root-fn,2,7,210190
mixed-mldsa87-root-fn,2,8,212801
mixed-mldsa87-root-fn,2,9,212931
mixed-mldsa87-root-fn,2,10,211471
mixed-mldsa87-root-fn,2,11,211339
mixed-mldsa87-root-fn,2,12,211435
mixed-mldsa87-root-fn,2,13,217199
mixed-mldsa87-root-fn,2,14,213700
mixed-mldsa87-root-fn,2,15,209847
mixed-mldsa87-root-fn,2,16,213290
mixed-mldsa87-root-fn,2,17,230578
mixed-mldsa87-root-fn,2,18,212420
mixed-mldsa87-root-fn,2,19,208480
mixed-mldsa87-root-fn,2,20,210827
mixed-mldsa87-root-fn,2,21,211690
mixed-mldsa87-root-fn,2,22,208473
mixed-mldsa87-root-fn,2,23,223797
mixed-mldsa87-root-fn,2,24,211137
mixed-mldsa87-root-fn,2,25,210031
mixed-mldsa87-root-fn,2,26,210047
mixed-mldsa87-root-fn,2,27,211948
mixed-mldsa87-root-fn,2,28,208074
mixed-mldsa87-root-fn,2,29,208222
mixed-mldsa87-root-fn,2,30,208973
mixed-mldsa87-root-fn,2,31,209746
mixed-mldsa87-root-fn,2,32,202779
mixed-mldsa87-root-fn,2,33,215908
mixed-mldsa87-root-fn,2,34,209185
mixed-mldsa87-root-fn,2,35,204315
mixed-mldsa87-root-fn,2,36,212610
mixed-mldsa87-root-fn,2,37,204638
mixed-mldsa87-root-fn,2,38,205620
mixed-mldsa87-root-fn,2,39,207528
mixed-mldsa87-root-fn,2,40,210584
mixed-mldsa87-root-fn,2,41,209389
mixed-mldsa87-root-fn,2,42,216625
mixed-mldsa87-root-fn,2,43,208093
mixed-mldsa87-root-fn,2,44,207705
mixed-mldsa87-root-fn,2,45,204852
mixed-mldsa87-root-fn,2,46,211123
mixed-mldsa87-root-fn,2,47,207111
mixed-mldsa87-root-fn,2,48,212117
mixed-mldsa87-root-fn,2,49,206738
mixed-mldsa87-root-fn,2,50,218718
mixed-mldsa87-root-fn,5,0,366151
mixed-mldsa87-root-fn,5,1,403782
mixed-mldsa87-root-fn,5,2,325894
mixed-mldsa87-root-fn,5,3,327600
mixed-mldsa87-root-fn,5,4,325823
mixed-mldsa87-root-fn,5,5,411290
mixed-mldsa87-root-fn,5,6,382348
mixed-mldsa87-root-fn,5,7,351310
mixed-mldsa87-root-fn,5,8,349038
mixed-mldsa87-root-fn,5,9,330081
mixed-mldsa87-root-fn,5,10,337782
mixed-mldsa87-root-fn,5,11,325692
mixed-mldsa87-root-fn,5,12,364597
mixed-mldsa87-root-fn,5,13,326369
mixed-mldsa87-root-fn,5,14,317878
mixed-mldsa87-root-fn,5,15,316219
mixed-mldsa87-root-fn,5,16,327982
mixed-mldsa87-root-fn,5,17,326475
mixed-mldsa87-root-fn,5,18,317046
mixed-mldsa87-root-fn,5,19,316109
mixed-mldsa87-root-fn,5,20,336603
mixed-mldsa87-root-fn,5,21,312554
mixed-mldsa87-root-fn,5,22,329077
mixed-mldsa87-root-fn,5,23,320103
mixed-mldsa87-root-fn,5,24,321822
mixed-mldsa87-root-fn,5,25,310864
mixed-mldsa87-root-fn,5,26,311475
mixed-mldsa87-root-fn,5,27,311820
mixed-mldsa87-root-fn,5,28,325431
mixed-mldsa87-root-fn,5,29,327840
mixed-mldsa87-root-fn,5,30,310659
mixed-mldsa87-root-fn,5,31,312663
mixed-mldsa87-root-fn,5,32,311397
mixed-mldsa87-root-fn,5,33,309166
mixed-mldsa87-root-fn,5,34,308905
mixed-mldsa87-root-fn,5,35,319715
mixed-mldsa87-root-fn,5,36,317996
mixed-mldsa87-root-fn,5,37,310567
mixed-mldsa87-root-fn,5,38,308666
mixed-mldsa87-root-fn,5,39,310524
mixed-mldsa87-root-fn,5,40,310691
mixed-mldsa87-root-fn,5,41,316903
mixed-mldsa87-root-fn,5,42,311053
mixed-mldsa87-root-fn,5,43,311676
mixed-mldsa87-root-fn,5,44,310618
mixed-mldsa87-root-fn,5,45,314254
mixed-mldsa87-root-fn,5,46,308599
mixed-mldsa87-root-fn,5,47,317850
mixed-mldsa87-root-fn,5,48,313190
mixed-mldsa87-root-fn,5,49,314369
mixed-mldsa87-root-fn,5,50,310070
mixed-mldsa87-root-fn,10,0,530461
mixed-mldsa87-root-fn,10,1,503985
mixed-mldsa87-root-fn,10,2,499225
mixed-mldsa87-root-fn,10,3,499799
mixed-mldsa87-root-fn,10,4,539602
mixed-mldsa87-root-fn,10,5,506638
mixed-mldsa87-root-fn,10,6,497125
mixed-mldsa87-root-fn,10,7,504422
mixed-mldsa87-root-fn,10,8,512994
mixed-mldsa87-root-fn,10,9,510339
mixed-mldsa87-root-fn,10,10,500553
mixed-mldsa87-root-fn,10,11,493070
mixed-mldsa87-root-fn,10,12,516311
mixed-mldsa87-root-fn,10,13,502883
mixed-mldsa87-root-fn,10,14,491976
mixed-mldsa87-root-fn,10,15,507520
mixed-mldsa87-root-fn,10,16,496575
mixed-mldsa87-root-fn,10,17,507320
mixed-mldsa87-root-fn,10,18,495722
mixed-mldsa87-root-fn,10,19,493267
mixed-mldsa87-root-fn,10,20,498343
mixed-mldsa87-root-fn,10,21,506364
mixed-mldsa87-root-fn,10,22,496248
mixed-mldsa87-root-fn,10,23,497546
mixed-mldsa87-root-fn,10,24,492455
mixed-mldsa87-root-fn,10,25,531081
mixed-mldsa87-root-fn,10,26,504222
mixed-mldsa87-root-fn,10,27,524509
mixed-mldsa87-root-fn,10,28,504563
mixed-mldsa87-root-fn,10,29,506727
mixed-mldsa87-root-fn,10,30,496303
mixed-mldsa87-root-fn,10,31,492770
mixed-mldsa87-root-fn,10,32,495201
mixed-mldsa87-root-fn,10,33,521353
mixed-mldsa87-root-fn,10,34,495023
mixed-mldsa87-root-fn,10,35,493059
mixed-mldsa87-root-fn,10,36,516580
