profile,n,mode,loss_pct,samples,fail,fail_rate,p50_us,p95_us,p99_us,tail_ratio,p50_amp,p99_amp
mix-mldsa87-fndsa512,1,ka,5,1000,0,0.0,62705.9995,176562.76989999984,341551.81458999997,5.446876173148312,2.9455535978866947,14.93395750636172
mix-mldsa87-fndsa512,1,new,0,400,0,0.0,62813.57,64318.41185,65317.05085,1.0398557326068236,1.0,1.0
mix-mldsa87-fndsa512,1,new,1,400,0,0.0,62431.7605,82594.28235,311142.23783999996,4.983717187344092,0.9939215443414535,4.7635683759595215
mix-mldsa87-fndsa512,1,new,3,400,0,0.0,63041.5415,310332.57805,1089818.82495,17.28731244539761,1.0036293351898324,16.685058660299266
mix-mldsa87-fndsa512,1,new,5,400,0,0.0,63327.211,333796.2775999996,1104027.0933799907,17.43369202505998,1.0081772298565421,16.902586369298557
mix-mldsa87-fndsa512,10,ka,0,1000,0,0.0,22474.1525,23935.690599999998,24604.50284,1.0947911312784764,1.0,1.0
mix-mldsa87-fndsa512,10,ka,1,1000,0,0.0,43989.508,82896.44349999998,129313.17166999998,2.939636689503324,1.9573377906018925,5.255670984734271
mix-mldsa87-fndsa512,10,ka,3,1000,0,0.0,83326.7685,154838.40989999982,324762.09942,3.897452226531501,3.70767122364236,13.199295329472301
mix-mldsa87-fndsa512,10,ka,5,1000,0,0.0,104881.52,246828.32949999976,383529.0164099999,3.656783544040932,4.666761961324237,15.587757204607671
mix-mldsa87-fndsa512,10,new,0,400,0,0.0,63676.901,65646.43995,66243.56025,1.0403075402491713,1.0,1.0
mix-mldsa87-fndsa512,10,new,1,400,0,0.0,64075.8065,106130.1230499999,1075039.4666,16.777618969181447,1.006264524399515,16.22858829662616
mix-mldsa87-fndsa512,10,new,3,400,0,0.0,65162.286,328336.0202499999,1093985.5115399999,16.78863002964629,1.023326904680867,16.51459413430304
mix-mldsa87-fndsa512,10,new,5,400,0,0.0,67043.7775,1079309.7027499997,1150333.4592499998,17.157945183652572,1.0528743774763787,17.365211877331124
mix-mldsa87-fndsa512,20,ka,0,1000,0,0.0,23233.452,25137.20365,26102.87923,1.123504128013349,1.0,1.0
