profile,n,mode,rtt_ms,samples,total_p50_us,total_p95_us,total_p99_us,tsrv_us,rho,p50_ci_lo_us,p50_ci_hi_us,fail,fail_rate
hyb-ed-fndsa512,5,new,200,200,603976.3125,606448.23345,607455.35932,1500.7,0.0024847000932673165,603606.643,604381.3415,0,0.0
hyb-ed-fndsa512,10,ka,0,1000,1458.1575,2641.6061999999997,3027.96254,1270.21,0.8711061733729039,1438.2185,1509.434,0,0.0
hyb-ed-fndsa512,10,ka,1,1000,2615.7945,3939.72545,4648.07666,1340.49,0.5124599810879639,2596.8661375,2652.894,0,0.0
hyb-ed-fndsa512,10,ka,5,1000,6983.6605,8353.273749999998,9089.969749999998,1688.264,0.24174485572430104,6918.672712500001,7064.5725,0,0.0
hyb-ed-fndsa512,10,ka,20,1000,22387.4245,24091.283600000002,25696.24543,2035.485,0.09092090963835522,22332.4161875,22459.111425,0,0.0
hyb-ed-fndsa512,10,ka,50,1000,52271.261,54238.974700000006,56154.34119,1879.4435,0.035955579873996155,52142.593325,52380.0445625,0,0.0
hyb-ed-fndsa512,10,ka,100,400,102565.676,104810.9427,106572.72379999999,2079.7715,0.020277461048470054,102402.4985625,102754.093,0,0.0
hyb-ed-fndsa512,10,ka,200,400,202772.246,204993.1961,206042.17367,2063.27,0.010175307719380886,202577.8305,202869.9015,0,0.0
hyb-ed-fndsa512,10,new,0,400,1669.9045,2739.598099999998,3230.674399999999,1316.935,0.7886289305765689,1604.908,1725.4096375,0,0.0
hyb-ed-fndsa512,10,new,1,400,4911.877,5985.069199999999,6550.256959999998,1422.2145,0.28954603301344883,4851.245,4987.847,0,0.0
hyb-ed-fndsa512,10,new,5,400,17559.358,19117.154699999996,20770.613159999994,1903.5855,0.10840860468816685,17437.968,17726.425850000003,0,0.0
hyb-ed-fndsa512,10,new,20,400,63145.607,65616.56225,67035.89796,2067.493,0.032741675917376166,62936.810075,63301.026,0,0.0
hyb-ed-fndsa512,10,new,50,400,153434.792,155554.505,157126.04661,2152.0085,0.01402555751501263,153305.55,153538.526,0,0.0
hyb-ed-fndsa512,10,new,100,200,303940.222,306629.88710000005,307496.94354,2000.851,0.006583041187618794,303725.491,304181.227,0,0.0
hyb-ed-fndsa512,10,new,200,200,604677.885,607376.1986,608099.4761699999,2129.758,0.003522136418136079,604371.7785,604856.429,0,0.0
hyb-ed-fndsa512,20,ka,0,1000,2405.541,4109.7738,5120.272549999999,2192.4285,0.9114076625590668,2381.966,2442.221525,0,0.0
hyb-ed-fndsa512,20,ka,1,1000,3685.838,5304.65805,6617.559,2393.247,0.6493087867670798,3637.0225,3762.471,0,0.0
hyb-ed-fndsa512,20,ka,5,1000,8094.882,9878.47425,11060.592259999998,2787.2495,0.34432243731286016,8031.836,8181.884,0,0.0
hyb-ed-fndsa512,20,ka,20,1000,23478.8695,25724.69805,27286.26546,3077.099,0.13105822663224906,23358.08885,23598.4720375,0,0.0
hyb-ed-fndsa512,20,ka,50,1000,53839.874,56014.52355,57675.23646,3311.3085,0.061502902105603,53702.797925,53954.9192375,0,0.0
hyb-ed-fndsa512,20,ka,100,400,104374.3785,107314.2132,108920.46091,3778.321,0.036199698185508236,104171.501,104557.9007125,0,0.0
hyb-ed-fndsa512,20,ka,200,400,204257.18,207339.69605,209332.43311,3606.27,0.017655536025710333,204063.2145,204448.674,0,0.0
hyb-ed-fndsa512,20,new,0,400,2636.603,4093.4988,4599.145209999998,2262.387,0.8580688863662826,2580.401,2684.4815,0,0.0
hyb-ed-fndsa512,20,new,1,400,7158.3955,8691.0682,9424.252249999998,2477.2525,0.34606253594118963,7047.9266375,7273.7955,0,0.0
hyb-ed-fndsa512,20,new,5,400,23764.7555,26133.424449999995,27722.905419999996,3051.198,0.12839172698410467,23624.867,23892.5095,0,0.0
hyb-ed-fndsa512,20,new,20,400,84643.159,87344.9112,89159.06273,3502.6805,0.041381731747511925,84387.131,84862.286,0,0.0
hyb-ed-fndsa512,20,new,50,400,205258.8155,208739.7838,210049.86041999998,3631.4175,0.017691895430430368,205082.52553749998,205443.049,0,0.0
hyb-ed-fndsa512,20,new,100,200,405884.5515,408889.5744,411698.3866,3390.329,0.008352939247060749,405645.909,406168.1635,0,0.0
hyb-ed-fndsa512,20,new,200,200,806953.8365,811118.094,812381.28052,3651.274,0.004524761931657289,806464.112,807630.9422125,0,0.0
hyb-ed-mldsa44,1,ka,0,1000,540.1795,1302.0273999999997,1846.7799099999993,401.8545,0.7439277129176505,521.8686625,554.845075,0,0.0
hyb-ed-mldsa44,1,ka,1,1000,1680.445,2411.60975,3038.6596799999998,446.394,0.26564035121649326,1661.718,1703.5627,0,0.0
hyb-ed-mldsa44,1,ka,5,1000,5855.3145,6507.537649999999,7029.778649999999,600.386,0.1025369346087217,5823.507,5879.947,0,0.0
hyb-ed-mldsa44,1,ka,20,1000,20975.361,21697.76435,22899.051190000002,682.0555,0.032516985047361044,20946.5228125,21024.494,0,0.0
hyb-ed-mldsa44,1,ka,50,1000,51126.117,52022.52894999999,53546.03801,739.2485,0.01445931244886053,51079.9275,51165.2681875,0,0.0
hyb-ed-mldsa44,1,ka,100,400,101297.738,102635.8272,103462.55941,773.371,0.007634632473234496,101205.221,101358.8003875,0,0.0
hyb-ed-mldsa44,1,ka,200,400,201312.804,203288.98275,204976.06681,762.1125,0.0037857130041266526,201241.7775,201412.5000375,0,0.0
hyb-ed-mldsa44,1,new,0,400,712.625,1694.70645,2841.51864,451.9865,0.6342557446062095,679.7055,741.656,0,0.0
hyb-ed-mldsa44,1,new,1,400,2996.3555,3656.3473,4279.0197899999985,503.3265,0.16797956717752616,2959.7890625,3037.632,0,0.0
hyb-ed-mldsa44,1,new,5,400,11306.1615,12127.708550000001,12747.64231,703.8855,0.0622568057249138,11263.5165,11355.719,0,0.0
hyb-ed-mldsa44,1,new,20,400,41688.354,42821.0623,43872.65524,853.5085,0.020473547600368198,41642.933137500004,41755.495924999996,0,0.0
hyb-ed-mldsa44,1,new,50,400,101804.033,103351.46685,104377.76211,814.3675,0.007999363836597712,101718.281,101915.636,0,0.0
hyb-ed-mldsa44,1,new,100,200,202145.1555,203610.78625,205221.43793000001,855.3825,0.004231526092644847,202018.157,202259.1175,0,0.0
hyb-ed-mldsa44,1,new,200,200,402181.706,405055.79925,408251.37233,807.783,0.0020085025945958865,402034.332,402254.68957499997,0,0.0
hyb-ed-mldsa44,5,ka,0,1000,1111.3515,2361.1668999999997,3049.23382,912.9565,0.821483122126528,1078.728,1159.8887999999995,0,0.0
hyb-ed-mldsa44,5,ka,1,1000,2239.343,3510.996,4620.8392699999995,942.3995,0.4208374956404624,2197.2313,2287.30735,0,0.0
hyb-ed-mldsa44,5,ka,5,1000,6451.5745,7680.2616499999995,8855.850799999998,1154.776,0.17899134544598377,6398.8705,6490.482,0,0.0
hyb-ed-mldsa44,5,ka,20,1000,21651.9005,22981.73535,24542.26387,1283.7425,0.05929006093483572,21592.0245,21708.162,0,0.0
hyb-ed-mldsa44,5,ka,50,1000,51596.525,54134.061200000004,56220.32163,1220.269,0.023650216753938372,51536.653,51665.677,0,0.0
hyb-ed-mldsa44,5,ka,100,400,102680.904,106041.33785,107492.75533,2138.6315,0.020827937977639932,102549.5426,102816.5165125,0,0.0
hyb-ed-mldsa44,5,ka,200,400,203752.794,207664.11555000002,213232.05219999998,2664.2705,0.013075994923534643,203415.81357499998,203922.8035,0,0.0
hyb-ed-mldsa44,5,new,0,400,1211.623,2157.8367499999986,2898.8677999999995,907.8075,0.749249147630905,1195.378925,1242.3749249999998,0,0.0
hyb-ed-mldsa44,5,new,1,400,4595.8355,5918.735199999999,6656.614679999999,1046.9105,0.22779546831038666,4506.367,4657.985,0,0.0
hyb-ed-mldsa44,5,new,5,400,17022.87,18481.570399999997,19646.558169999997,1382.272,0.08120087858275367,16952.981,17167.432,0,0.0
hyb-ed-mldsa44,5,new,20,400,62013.2635,63277.820850000004,64032.850869999995,1099.739,0.017733932032136964,61962.40095,62083.131,0,0.0
hyb-ed-mldsa44,5,new,50,400,154363.61,157828.9687,158778.08516,2671.609,0.017307246183216368,154157.83,154626.8945,0,0.0
hyb-ed-mldsa44,5,new,100,200,304751.759,308168.32125,310492.21373,2723.5515,0.008936950877451704,304414.313,305109.156,0,0.0
hyb-ed-mldsa44,5,new,200,200,604424.676,608800.3298,610932.62286,2588.3525,0.0042823408817941775,604109.292,604822.7767,0,0.0
hyb-ed-mldsa44,10,ka,0,1000,2072.59,3402.6623499999996,4797.810709999999,1846.804,0.8910609430712297,2020.928,2129.649,0,0.0
hyb-ed-mldsa44,10,ka,1,1000,3120.334,4173.73045,5652.583079999997,1818.25,0.5827100560388727,3084.825,3158.746625,0,0.0
hyb-ed-mldsa44,10,ka,5,1000,7676.1405,9687.551449999999,11676.589989999999,2326.4175,0.30307125045457417,7611.1134,7726.7723875,0,0.0
hyb-ed-mldsa44,10,ka,20,1000,23585.778,27046.92505,28606.290399999998,3086.45,0.13086063983134244,23482.3305,23695.5884875,0,0.0
hyb-ed-mldsa44,10,ka,50,1000,53982.0635,57070.42155,58669.2765,3431.631,0.06356983741460717,53874.339025,54080.9626625,0,0.0
hyb-ed-mldsa44,10,ka,100,400,105089.198,109411.57545,110643.29786,4282.907,0.04075496893600806,104828.635,105335.238,0,0.0
hyb-ed-mldsa44,10,ka,200,400,204897.3735,208965.68555,210181.36309,3937.709,0.01921795742296326,204635.763,205137.6975,0,0.0
hyb-ed-mldsa44,10,new,0,400,2117.317,3278.290099999999,4041.6486299999983,1750.7435,0.826868862810812,2024.322,2181.5903624999996,0,0.0
hyb-ed-mldsa44,10,new,1,400,6825.232,8049.46865,9098.10489,2224.1805,0.3258761753446623,6711.818,6897.534,0,0.0
hyb-ed-mldsa44,10,new,5,400,24034.914,26957.918100000003,29227.54635,3068.195,0.12765575112937788,23927.679,24195.29395,0,0.0
hyb-ed-mldsa44,10,new,20,400,85035.1985,88653.02935,90372.61115,3723.002,0.04378189344733522,84873.3197375,85213.700325,0,0.0
hyb-ed-mldsa44,10,new,50,400,206206.347,210411.78315,212485.50082,4007.432,0.019434086575424375,205965.273,206450.4085,0,0.0
hyb-ed-mldsa44,10,new,100,200,406804.4515,410863.14825,412412.43857,4163.677,0.010235082198946881,406461.1285,407239.94,0,0.0
hyb-ed-mldsa44,10,new,200,200,807598.763,813111.1855,814788.85491,4084.108,0.005057100366063835,807097.1225,808314.197,0,0.0
hyb-ed-mldsa44,20,ka,0,1000,3207.3375,4716.622249999999,6818.12634,2916.519,0.9093271288101112,3140.87615,3262.0365,0,0.0
hyb-ed-mldsa44,20,ka,1,1000,4000.4605,5408.9395,7087.380839999998,2644.853,0.6611371365871505,3953.073,4055.1755625,0,0.0
hyb-ed-mldsa44,20,ka,5,1000,8372.0025,10329.61205,11438.45482,2958.9425,0.353433064550566,8322.3325,8427.16145,0,0.0
hyb-ed-mldsa44,20,ka,20,1000,25090.998,28813.4322,30803.55018,4570.738,0.18216644870004772,24999.148,25244.89385,0,0.0
hyb-ed-mldsa44,20,ka,50,1000,55179.006,59165.6533,60798.66557,4605.12,0.08345782814572629,55013.030137500005,55312.256024999995,0,0.0
hyb-ed-mldsa44,20,ka,100,400,106246.005,110874.30715000001,112067.23947999999,5327.4185,0.05014229476204776,105968.2493,106538.56,0,0.0
hyb-ed-mldsa44,20,ka,200,400,206271.2815,211056.56735,212901.12406,5222.6005,0.025319086893829182,205827.439,206636.678,0,0.0
hyb-ed-mldsa44,20,new,0,400,3152.7125,4469.313199999999,5803.5765499999925,2749.377,0.8720671485268637,3102.734,3207.1924499999996,0,0.0
hyb-ed-mldsa44,20,new,1,400,8226.367,9382.469,10784.997049999998,2529.9965,0.30754724412368184,8211.2895,8243.91195,0,0.0
hyb-ed-mldsa44,20,new,5,400,30494.8115,33344.7863,35326.265380000004,4498.885,0.1475295231780659,30361.346,30623.367,0,0.0
hyb-ed-mldsa44,20,new,20,400,107399.931,111171.7942,113024.55826,5471.3055,0.05094328691887148,107059.299,107582.0735,0,0.0
hyb-ed-mldsa44,20,new,50,400,258199.2855,262766.8516,264988.31464,5566.4255,0.021558640215524533,257968.35366249998,258564.457,0,0.0
hyb-ed-mldsa44,20,new,100,200,509057.6895,514337.9638,516880.27844,5904.646,0.011599168663574426,508442.76166250004,509513.138,0,0.0
hyb-ed-mldsa44,20,new,200,200,1009043.598,1014248.1134,1016266.5976,4025.0805,0.003989005537499085,1008602.094,1009891.975,0,0.0
mix-mldsa87-fndsa512,1,ka,0,1000,574.7955,1305.7070499999998,1710.046309999999,409.578,0.7125629897937614,559.3338625,587.176,0,0.0
mix-mldsa87-fndsa512,1,ka,1,1000,1680.7085,2430.0088999999994,2972.8928799999994,426.1525,0.253555271482235,1662.0217125,1700.451,0,0.0
mix-mldsa87-fndsa512,1,ka,5,1000,5861.4215,6556.09135,7337.840609999999,568.7895,0.09703951507326337,5831.7018,5886.678,0,0.0
mix-mldsa87-fndsa512,1,ka,20,1000,21013.0465,21616.939100000003,22862.00993,638.851,0.030402588220608564,20974.3480625,21051.634,0,0.0
mix-mldsa87-fndsa512,1,ka,50,1000,51081.3355,51924.77695,53304.12364,709.773,0.013894957777679873,51036.542,51114.58115,0,0.0
mix-mldsa87-fndsa512,1,ka,100,400,101218.4195,102370.24239999999,103470.06262000001,775.098,0.007657677365728873,101138.428,101271.9855,0,0.0
mix-mldsa87-fndsa512,1,ka,200,400,201503.7465,202761.4139,204293.36353,646.368,0.003207721996374891,201376.35475,201605.942,0,0.0
mix-mldsa87-fndsa512,1,new,0,400,745.8505,1591.8393499999993,2141.5180199999995,449.091,0.6021193255216696,713.753875,774.8695,0,0.0
mix-mldsa87-fndsa512,1,new,1,400,4057.759,4868.28385,5958.617819999998,492.9305,0.12147850574664489,4022.919775,4090.979,0,0.0
mix-mldsa87-fndsa512,1,new,5,400,16258.4175,17042.67715,17866.811439999998,700.9205,0.043111237609687415,16211.0651625,16301.102,0,0.0
mix-mldsa87-fndsa512,1,new,20,400,61746.937,62803.846,64528.507509999996,856.0005,0.01386304392718298,61653.968,61819.5015,0,0.0
mix-mldsa87-fndsa512,1,new,50,400,152224.969,153814.98835,154712.64495,848.992,0.005577219069757209,152160.0986875,152310.105,0,0.0
mix-mldsa87-fndsa512,1,new,100,200,302770.8465,304447.98155,304926.71017000003,737.165,0.0024347291310294634,302457.6745,302968.3265,0,0.0
mix-mldsa87-fndsa512,1,new,200,200,603473.4645,605599.61,606045.71307,864.231,0.001432094451271436,603005.876,603949.927525,0,0.0
mix-mldsa87-fndsa512,5,ka,0,1000,800.6675,1569.60655,2233.647829999999,621.043,0.7756565615564514,788.5181,812.1185,0,0.0
mix-mldsa87-fndsa512,5,ka,1,1000,1956.246,2880.0503999999996,3541.8380899999993,677.773,0.34646613973907164,1927.937,1996.689,0,0.0
mix-mldsa87-fndsa512,5,ka,5,1000,6128.173,7150.2126499999995,8399.851059999999,807.1665,0.13171405245902817,6089.0815,6176.6235,0,0.0
mix-mldsa87-fndsa512,5,ka,20,1000,21328.867,22474.3737,23640.09702,993.934,0.04660041248323223,21286.296,21391.599075,0,0.0
mix-mldsa87-fndsa512,5,ka,50,1000,51435.6585,52779.71225,53860.5073,1055.6265,0.020523242644983345,51363.469,51500.949,0,0.0
mix-mldsa87-fndsa512,5,ka,100,400,101599.568,103364.35035,105098.15426,1062.588,0.010458587776672437,101515.4866125,101683.463,0,0.0
mix-mldsa87-fndsa512,5,ka,200,400,202016.4775,203680.0779,205349.07575999998,1146.262,0.005674101509863224,201928.7662375,202097.978,0,0.0
mix-mldsa87-fndsa512,5,new,0,400,1155.3895,1916.79055,2526.7462799999985,781.44,0.6763433456855892,1081.7815,1211.735,0,0.0
mix-mldsa87-fndsa512,5,new,1,400,4326.5635,5143.70875,5477.453729999997,771.7875,0.17838349073115417,4299.972,4385.1990125,0,0.0
mix-mldsa87-fndsa512,5,new,5,400,16541.9615,17677.00175,18922.77797,1036.5865,0.06266406193727389,16473.133449999998,16601.438,0,0.0
mix-mldsa87-fndsa512,5,new,20,400,62189.451,63694.12135,64575.62237,1261.8695,0.020290732265830745,62090.95415,62322.395,0,0.0
mix-mldsa87-fndsa512,5,new,50,400,152612.3615,154452.2575,155389.79564,1216.0455,0.007968197910363899,152517.7815,152704.0421875,0,0.0
mix-mldsa87-fndsa512,5,new,100,200,303031.998,304992.1407,306003.37821999996,1068.731,0.0035267925732384207,302729.4045,303198.589,0,0.0
mix-mldsa87-fndsa512,5,new,200,200,605389.936,612193.7251,618637.2025799999,1157.5605,0.0019120907553375648,605183.157,605646.2875,0,0.0
mix-mldsa87-fndsa512,10,ka,0,1000,1082.2045,2259.93005,2797.5675599999995,897.885,0.8296814511490204,1072.5066000000002,1099.705,0,0.0
mix-mldsa87-fndsa512,10,ka,1,1000,2277.7595,3817.2255999999998,4628.60704,982.7945,0.4314742184150697,2245.18,2320.990075,0,0.0
mix-mldsa87-fndsa512,10,ka,5,1000,6502.061,7801.4252,8412.376329999997,1162.4615,0.17878354263363572,6451.2969875,6583.0517125,0,0.0
mix-mldsa87-fndsa512,10,ka,20,1000,21729.687,22909.912949999998,23945.183629999996,1338.9455,0.06161825984884182,21646.856,21784.5875,0,0.0
mix-mldsa87-fndsa512,10,ka,50,1000,52022.4235,53600.02475,55394.36524,1544.792,0.029694733464310827,51961.077,52095.922,0,0.0
mix-mldsa87-fndsa512,10,ka,100,400,102495.553,104447.02875,105911.23707999999,1666.2865,0.016257158981326732,102345.19705,102626.76,0,0.0
mix-mldsa87-fndsa512,10,ka,200,400,203158.318,205025.2374,206274.47168000002,1566.1515,0.007709019819705339,203086.055,203269.406,0,0.0
mix-mldsa87-fndsa512,10,new,0,400,1186.083,2535.6563499999997,3225.1794499999996,916.525,0.7727325996578654,1155.9765,1222.3135,0,0.0
mix-mldsa87-fndsa512,10,new,1,400,4648.3105,5851.732099999999,7235.3856399999995,1062.299,0.22853443202643198,4584.7826125,4747.53,0,0.0
mix-mldsa87-fndsa512,10,new,5,400,17260.3995,18553.44625,19250.35647,1523.409,0.08826035573510335,17140.675987500003,17362.0541375,0,0.0
mix-mldsa87-fndsa512,10,new,20,400,62972.646,64706.14635,66499.95203,1718.206,0.027284957980009288,62850.6371875,63165.122,0,0.0
mix-mldsa87-fndsa512,10,new,50,400,153853.0535,156126.33175,156946.15099000002,1606.8915,0.010444326345463141,153728.9390125,154076.19,0,0.0
mix-mldsa87-fndsa512,10,new,100,200,304959.7325,307168.343,309051.05003,1468.6925,0.00481602107911083,304747.858,305225.067,0,0.0
mix-mldsa87-fndsa512,10,new,200,200,607332.643,609893.2436,611503.19009,1792.711,0.0029517777788868166,607209.626,607627.344,0,0.0
mix-mldsa87-fndsa512,20,ka,0,1000,1644.38,3115.1157499999995,4083.2900499999982,1434.847,0.8725762901519114,1626.1769875,1669.768,0,0.0
mix-mldsa87-fndsa512,20,ka,1,1000,2949.8845,4382.488949999999,5436.274549999999,1607.359,0.5448887914086128,2886.7268624999997,3024.7366749999997,0,0.0
mix-mldsa87-fndsa512,20,ka,5,1000,7272.0145,8809.0846,10635.274349999998,1887.6025,0.2595707833090817,7200.515,7383.1835,0,0.0
mix-mldsa87-fndsa512,20,ka,20,1000,22680.937,24667.84525,26036.60231,2220.208,0.09788872479122004,22621.41425,22761.490100000003,0,0.0
mix-mldsa87-fndsa512,20,ka,50,1000,52913.229,54932.23935,56511.976299999995,2384.1855,0.04505840117978814,52820.228525,53024.328,0,0.0
mix-mldsa87-fndsa512,20,ka,100,400,103396.952,105696.17559999999,106577.69237,2374.803,0.022967824041853768,103199.7819875,103535.874,0,0.0
mix-mldsa87-fndsa512,20,ka,200,400,203963.3705,206151.7161,208094.74997,2482.265,0.012170150914426078,203786.077,204176.71815,0,0.0
mix-mldsa87-fndsa512,20,new,0,400,1911.967,3387.7348999999995,4493.016079999996,1529.204,0.7998066912242732,1841.411,2023.9867,0,0.0
mix-mldsa87-fndsa512,20,new,1,400,6398.0755,8098.743699999998,9601.435519999995,1613.946,0.25225491634164054,6319.3493875,6493.411,0,0.0
mix-mldsa87-fndsa512,20,new,5,400,23298.815,25228.99875,26539.268079999994,2324.3875,0.09976419401587591,23176.935550000002,23462.9932,0,0.0
mix-mldsa87-fndsa512,20,new,20,400,83632.8905,86357.655,88045.07896,2053.1635,0.024549713488618452,83447.421,83853.7475,0,0.0
mix-mldsa87-fndsa512,20,new,50,400,205984.766,209494.9117,210608.99565,2437.3475,0.0118326590229493,205762.443,206234.601,0,0.0
mix-mldsa87-fndsa512,20,new,100,200,407935.119,414256.87345,416676.1627,2634.7525,0.006458753800012987,407574.515,408272.0015,0,0.0
mix-mldsa87-fndsa512,20,new,200,200,811304.3415,813670.00075,814503.25179,2619.2805,0.003228480812955196,811070.7475,811500.184,0,0.0
mix-mldsa87-mldsa44,1,ka,0,1000,979.988,1884.4781499999995,2309.09614,746.9945,0.7622486193708494,906.501,1046.0304,0,0.0
mix-mldsa87-mldsa44,1,ka,1,1000,2079.631,3305.8134499999996,4000.5597299999995,689.096,0.331354937486506,2008.9235125,2143.7732875,0,0.0
mix-mldsa87-mldsa44,1,ka,5,1000,6324.2895,7478.848099999999,8226.7876,884.5435,0.13986448596320583,6258.7795,6408.879,0,0.0
mix-mldsa87-mldsa44,1,ka,20,1000,21525.038,22741.0375,23321.2277,1064.402,0.04944948296955388,21451.1657375,21604.207,0,0.0
mix-mldsa87-mldsa44,1,ka,50,1000,51837.987,53493.3034,54233.49667,1229.0975,0.023710363212985103,51734.535475000004,51929.1372125,0,0.0
mix-mldsa87-mldsa44,1,ka,100,400,102187.296,104180.89495,104891.39706,918.8465,0.008991787981159615,102099.252,102373.4015,0,0.0
mix-mldsa87-mldsa44,1,ka,200,400,203832.819,205594.1242,205985.0527,1161.942,0.00570046573314575,203690.14,203904.392,0,0.0
mix-mldsa87-mldsa44,1,new,0,400,1208.4165,2257.6862499999997,2584.598639999999,782.7995,0.6477894831790199,1105.5065,1319.164,0,0.0
mix-mldsa87-mldsa44,1,new,1,400,4737.1595,5834.425349999999,6189.121939999997,1039.205,0.21937302301094147,4622.772,4809.3575,0,0.0
mix-mldsa87-mldsa44,1,new,5,400,17017.5065,18500.0185,19216.398489999996,1081.5445,0.06355481632987771,16927.697,17126.5442625,0,0.0
mix-mldsa87-mldsa44,1,new,20,400,62946.8,64958.566399999996,65421.492269999995,1413.971,0.022462952842717977,62832.414,63196.247,0,0.0
mix-mldsa87-mldsa44,1,new,50,400,154939.536,157259.13115,158275.13248,1645.4505,0.010619952418083917,154741.3095,155189.965,0,0.0
mix-mldsa87-mldsa44,1,new,100,200,306208.422,308852.72175,309492.70758999995,1375.7235,0.004492768327580487,305981.346,306493.7275875,0,0.0
mix-mldsa87-mldsa44,1,new,200,200,609493.536,611532.6006,612321.8431,1398.1755,0.002293995616714793,609341.1155,609747.713,0,0.0
mix-mldsa87-mldsa44,5,ka,0,1000,1277.5265,2684.9267999999997,3151.73979,1062.1835,0.8314375474794456,1182.8945,1413.4938875,0,0.0
mix-mldsa87-mldsa44,5,ka,1,1000,2605.9075,3935.1604999999995,4523.662979999999,1242.7195,0.47688549958123994,2504.4569125000003,2700.739,0,0.0
mix-mldsa87-mldsa44,5,ka,5,1000,6961.9275,8507.14365,9064.21417,1551.369,0.22283613266584576,6874.917,7083.6891625,0,0.0
mix-mldsa87-mldsa44,5,ka,20,1000,22261.511,24323.01915,24934.11475,1774.152,0.07969593798013082,22108.968,22373.8045,0,0.0
mix-mldsa87-mldsa44,5,ka,50,1000,52518.8165,54707.098399999995,55663.370969999996,1860.918,0.035433357490072155,52381.8735,52665.657075,0,0.0
mix-mldsa87-mldsa44,5,ka,100,400,102813.202,105860.85835,107121.1762,1608.542,0.01564528648762442,102557.541,103124.7645,0,0.0
mix-mldsa87-mldsa44,5,ka,200,400,204017.8565,206462.76565000002,207285.53375,1158.25,0.005677199142615244,203927.3895,204135.169825,0,0.0
mix-mldsa87-mldsa44,5,new,0,400,1606.696,2904.6611499999995,3952.6378999999974,1181.408,0.735302757957946,1456.7816625,1704.493,0,0.0
mix-mldsa87-mldsa44,5,new,1,400,5000.8615,6104.9778,6579.0207900000005,1363.8185,0.2727167109107101,4893.883325,5120.152,0,0.0
mix-mldsa87-mldsa44,5,new,5,400,17754.466,19877.59015,20670.56228,1819.865,0.10250181559952296,17569.547,17959.394737500003,0,0.0
mix-mldsa87-mldsa44,5,new,20,400,63702.7895,66717.94765,67942.40469,2020.7525,0.031721570057775886,63392.4095,64039.5225,0,0.0
mix-mldsa87-mldsa44,5,new,50,400,155447.1765,158219.374,159256.42746,1914.2075,0.012314199222524958,155206.46663749998,155592.857,0,0.0
mix-mldsa87-mldsa44,5,new,100,200,306944.9735,309325.38739999995,310068.23932,1889.715,0.00615652694504867,306675.43639999995,307208.9796875,0,0.0
mix-mldsa87-mldsa44,5,new,200,200,609800.209,613237.2271499999,614091.0488199999,1717.4395,0.0028163970340653,609417.586,610083.3580875,0,0.0
mix-mldsa87-mldsa44,10,ka,0,1000,1554.2485,3113.4665,3638.6548199999993,1297.42,0.8347571189549161,1436.8788125,1674.2521499999998,0,0.0
mix-mldsa87-mldsa44,10,ka,1,1000,3059.5535,4637.30635,5088.83007,1665.253,0.5442797453942217,2922.603,3197.1875,0,0.0
mix-mldsa87-mldsa44,10,ka,5,1000,7672.891,9191.25725,10030.241709999998,2193.0725,0.2858208855045641,7562.431,7758.7619,0,0.0
mix-mldsa87-mldsa44,10,ka,20,1000,22859.1355,25334.58205,25957.79418,2300.2825,0.10062858676348456,22680.994,23042.760975,0,0.0
mix-mldsa87-mldsa44,10,ka,50,1000,52950.1635,55439.67645,56448.04571,2226.9265,0.042057027831462694,52813.555,53108.52970000001,0,0.0
mix-mldsa87-mldsa44,10,ka,100,400,104055.253,107631.2344,109151.32425,2571.444,0.02471229395790331,103644.1,104370.9985,0,0.0
mix-mldsa87-mldsa44,10,ka,200,400,204849.47,208289.5928,209530.54682999998,2346.115,0.011452873175605482,204581.928,205117.398,0,0.0
mix-mldsa87-mldsa44,10,new,0,400,1898.9835,3308.356449999999,3927.7093999999997,1508.93,0.7945987945656189,1740.96,2066.09,0,0.0
mix-mldsa87-mldsa44,10,new,1,400,6556.41,8284.412849999999,8772.29662,1824.4765,0.2782737046645954,6410.2875,6764.923824999999,0,0.0
mix-mldsa87-mldsa44,10,new,5,400,23779.7065,26225.731399999997,27511.56364,2552.402,0.10733530289787219,23540.2165,24021.522,0,0.0
mix-mldsa87-mldsa44,10,new,20,400,85104.7495,88499.8709,90053.70945000001,2708.667,0.03182744812614718,84830.7806875,85409.519,0,0.0
mix-mldsa87-mldsa44,10,new,50,400,207255.528,210128.8028,211027.7899,2659.084,0.012829978653211123,207004.282725,207575.066,0,0.0
mix-mldsa87-mldsa44,10,new,100,200,410381.039,413819.26165,415667.43435,2872.728,0.0070001479771096345,409896.166,411028.978,0,0.0
mix-mldsa87-mldsa44,10,new,200,200,814341.5805,819101.7728500001,820943.8457000001,2371.65,0.002912352821949511,813900.5625,814836.25815,0,0.0
mix-mldsa87-mldsa44,20,ka,0,1000,2635.602,4678.5858,5401.20468,2308.8895,0.8760387569898642,2531.249,2785.071,0,0.0
mix-mldsa87-mldsa44,20,ka,1,1000,3822.311,5657.40205,6185.58515,2371.612,0.6204654723281282,3700.0518125,3956.481,0,0.0
mix-mldsa87-mldsa44,20,ka,5,1000,8457.037,10376.47155,11092.905859999999,2846.6115,0.3365967891591346,8325.4869125,8599.3718,0,0.0
mix-mldsa87-mldsa44,20,ka,20,1000,24191.686,26846.19755,28020.0328,3571.5135,0.14763392266252134,23987.041862500002,24398.0701375,0,0.0
